Lake,Date,Time,Depth (m),Temperature (Deg C),pH,DO (% Saturation),DO (mg/L),Specific Conductivity (uS/cm),Turbidity (NTU),TDS (mg/L)
Lake Meyer,6/25/2019,12:53,2.5,22.33,7.86,98.51,8.54,557.67,11.25,362.6
Lake Meyer,6/25/2019,12:53,3,22.09,7.76,88.95,7.75,558.08,11.99,363
Lake Meyer,6/25/2019,12:53,3.5,21.97,7.7,83.5,7.29,558.11,12.52,363
Lake Meyer,6/25/2019,12:53,4,21.9,7.57,74.24,6.49,558.3,13.13,363
Lake Meyer,6/25/2019,12:53,4.5,21.76,7.42,52.09,4.57,559.57,14.18,363.64
Lake Meyer,6/25/2019,12:53,5,21.58,7.29,29.9,2.63,561.95,15.31,365.36
Lake Meyer,6/25/2019,12:53,5.5,21.56,7.28,25,2.2,562.8,16.46,366
Mill Creek Lake,5/28/2019,11:32,0,17.62,8.03,97.56,9.32,380.62,7.02,247.07
Mill Creek Lake,5/28/2019,11:32,0.5,17.94,8.24,102.37,9.69,482.76,2.24,314
Mill Creek Lake,5/28/2019,11:32,1,17.97,8.23,104.15,9.85,483.08,2.54,314
Mill Creek Lake,5/28/2019,11:32,1.5,17.97,8.23,104.49,9.88,483.24,2.35,314
Mill Creek Lake,5/28/2019,11:32,2,17.94,8.23,104.79,9.92,483.33,2.14,314
Mill Creek Lake,5/28/2019,11:32,2.5,17.94,8.23,104.82,9.92,483.37,2.58,314
Mill Creek Lake,5/28/2019,11:32,3,17.92,8.22,104.9,9.93,483.46,2.85,314
Mill Creek Lake,5/28/2019,11:32,3.5,17.87,8.22,105.01,9.96,483.64,3.04,314.27
Mill Creek Lake,5/28/2019,11:32,4,16.81,8.09,98.24,9.5,493.79,5.34,321.07
Mill Creek Lake,5/28/2019,11:32,4.5,15.61,7.91,82.16,8.17,503.56,13.73,327.2
Mitchell Lake,6/25/2019,14:14,0,24.35,9.13,138.23,11.55,169.99,28.65,110.43
Mitchell Lake,6/25/2019,14:14,0.5,24.03,9.2,159.5,13.41,235.28,19.01,153
Mitchell Lake,6/25/2019,14:14,1,23.64,9.21,166.39,14.08,235.47,21.46,153.14
Mitchell Lake,6/25/2019,14:14,1.5,22.81,9.09,167.57,14.41,237.72,15.74,154.67
Mitchell Lake,6/25/2019,14:14,2,21.46,8.81,150.03,13.24,244.48,6.78,159
Mitchell Lake,6/25/2019,14:14,2.5,21.13,8.48,123.98,11.01,249.5,5.01,162.25
Mitchell Lake,6/25/2019,14:14,3,20.85,8.35,101.43,9.05,256.25,4.1,166.5
Mitchell Lake,6/25/2019,14:14,3.5,20.07,8.06,81.22,7.36,264.62,2.87,172
Mitchell Lake,6/25/2019,14:14,4,17.73,7.8,55.08,5.18,279.92,2.45,182
Mitchell Lake,6/25/2019,14:14,4.5,14.22,7.69,34.33,3.49,297.85,2.62,193.33
Mitchell Lake,6/25/2019,14:14,5,11.65,7.54,21.83,2.35,302.05,2.94,196.5
Mitchell Lake,6/25/2019,14:14,5.5,10,7.51,16.66,1.86,297.98,2.91,193.8
Mitchell Lake,6/25/2019,14:14,6,8.25,7.48,11.84,1.39,299.81,2.48,195
Mitchell Lake,6/25/2019,14:14,6.5,7.89,7.46,10.3,1.22,291.3,2.24,189.4
Mitchell Lake,6/25/2019,14:14,7,7.56,7.34,8.92,1.07,289.77,2.37,188.33
Mitchell Lake,6/25/2019,14:14,7.5,7.06,7.32,7.2,0.87,291.92,2.48,189.6
Mitchell Lake,6/25/2019,14:14,8,6.71,7.3,6.2,0.76,295.18,2.51,192
Mitchell Lake,6/25/2019,14:14,8.5,6.39,7.28,5.24,0.64,301.27,2.57,195.86
Mitchell Lake,6/25/2019,14:14,9,6.04,7.27,4.48,0.56,313.9,2.79,204
Mitchell Lake,6/25/2019,14:14,9.5,5.76,7.24,3.9,0.49,337,2.97,219
Mitchell Lake,6/25/2019,14:14,10,5.47,7.22,3.45,0.44,368.95,3.34,240
Mitchell Lake,6/25/2019,14:14,10.5,5.21,7.19,3.01,0.38,405.29,3.82,263.14
Mitchell Lake,6/25/2019,14:14,11,5.03,7.17,2.58,0.33,431.83,4.43,281
Mitchell Lake,6/25/2019,14:14,11.5,4.93,7.14,2.25,0.29,448.75,5.05,291.67
Mitchell Lake,6/25/2019,14:14,12,4.86,7.11,1.98,0.25,461.64,5.75,300
Mitchell Lake,6/25/2019,14:14,12.5,4.83,7.08,1.77,0.23,472.63,6.37,307.33
Mitchell Lake,6/25/2019,14:14,13,4.83,7.05,1.58,0.2,483.6,7.02,314.17
Mitchell Lake,6/25/2019,14:14,13.5,4.83,7.02,1.38,0.18,494.47,7.33,321.17
Mitchell Lake,6/25/2019,14:14,14,4.83,6.99,1.24,0.16,503.72,7.39,327.4
Mitchell Lake,6/25/2019,14:14,14.5,4.87,6.97,1.12,0.14,509.92,7.27,331.6
Mitchell Lake,6/25/2019,14:14,15,4.89,6.95,0.97,0.13,514.88,7.39,334.5
Mitchell Lake,6/25/2019,14:14,15.5,4.89,6.94,0.86,0.11,518.94,7.43,337.4
Mitchell Lake,6/25/2019,14:14,16,4.89,6.93,0.76,0.1,521.4,7.42,338.8
Mitchell Lake,6/25/2019,14:14,16.5,4.89,6.92,0.65,0.08,523.62,7.42,340.33
Mitchell Lake,6/25/2019,14:14,17,4.93,6.91,0.55,0.07,525.33,7.87,341.5
Mitchell Lake,6/25/2019,14:14,17.5,4.94,6.9,0.5,0.06,525.1,12.58,341
Moorehead Park Pond,5/20/2019,12:26,0,16.91,8.2,111.41,10.77,468.25,3.43,304.38
Moorehead Park Pond,5/20/2019,12:26,0.5,16.83,8.19,114.42,11.08,474.96,1.72,308.76
Moorehead Park Pond,5/20/2019,12:26,1,16.75,8.18,115.01,11.16,472.81,1.83,307.32
Moorehead Park Pond,5/20/2019,12:26,1.5,16.44,8.16,120.52,11.77,457.71,1.99,297.44
Moorehead Park Pond,5/20/2019,12:26,2,15.85,8.15,132.85,13.14,462.63,2.28,300.82
Moorehead Park Pond,5/20/2019,12:26,2.5,14.96,8.16,140.94,14.2,468.22,1.79,304.31
Moorehead Park Pond,5/20/2019,12:26,3,14.15,8.15,143.48,14.71,455.04,1.67,295.82
Moorehead Park Pond,5/20/2019,12:26,3.5,13.65,8.13,139.05,14.42,465.38,1.75,302.55
Moorehead Park Pond,5/20/2019,12:26,4,12.8,8.08,130.91,13.82,453.95,1.86,295.07
Moorehead Park Pond,5/20/2019,12:26,4.5,11.83,7.92,124.14,13.4,471.9,1.85,306.88
Moorehead Park Pond,5/20/2019,12:26,5,11.06,7.73,113.82,12.5,502.55,1.95,326.69
Moorehead Park Pond,5/20/2019,12:26,5.5,10.25,7.6,102.18,11.44,509.79,2.6,331.44
Moorehead Park Pond,5/20/2019,12:26,6,9.85,7.47,85.56,9.67,512.55,11.29,333.23
Mormon Trail Lake,6/11/2019,9:26,0,22.24,8.58,106.36,9.26,211.97,10.83,138
Mormon Trail Lake,6/11/2019,9:26,0.5,22.32,8.6,107.35,9.33,212.45,11.19,138.16
Mormon Trail Lake,6/11/2019,9:26,1,22.44,8.61,108.06,9.37,213.55,11.35,139
Mormon Trail Lake,6/11/2019,9:26,1.5,22.44,8.62,108.4,9.39,213.95,11.27,139
Mormon Trail Lake,6/11/2019,9:26,2,22.33,8.55,105.41,9.14,214.88,9.49,139.58
Mormon Trail Lake,6/11/2019,9:26,2.5,19.69,8.15,67.89,6.17,230.11,5.35,149.51
Mormon Trail Lake,6/11/2019,9:26,3,17.19,7.85,28.15,2.7,240.48,4.15,156.35
Mormon Trail Lake,6/11/2019,9:26,3.5,15.39,7.67,16.92,1.69,238.9,4,155.32
Mormon Trail Lake,6/11/2019,9:26,4,14.97,7.61,16.91,1.7,228.97,4.33,148.83
Mormon Trail Lake,6/11/2019,9:26,4.5,14.48,7.54,21.63,2.2,221.24,5.49,143.8
Mormon Trail Lake,6/11/2019,9:26,5,14.09,7.47,23.3,2.39,216.87,6.91,140.96
Mormon Trail Lake,6/11/2019,9:26,5.5,13.73,7.41,20.36,2.11,215.24,7.33,140.09
Mormon Trail Lake,6/11/2019,9:26,6,13.36,7.34,11.74,1.22,218.47,7.43,141.98
Mormon Trail Lake,6/11/2019,9:26,6.5,12.81,7.3,7.82,0.83,223.57,8.35,145.35
Mormon Trail Lake,6/11/2019,9:26,7,12.13,7.24,6.02,0.65,237.51,9.51,154.39
Mormon Trail Lake,6/11/2019,9:26,7.5,11.51,7.18,4.86,0.53,254.4,10.61,165.37
Mormon Trail Lake,6/11/2019,9:26,8,11.08,7.12,4.13,0.45,264.78,10.76,172.09
Mormon Trail Lake,6/11/2019,9:26,8.5,10.75,7.08,3.59,0.4,273.25,11.96,177.63
Mormon Trail Lake,6/11/2019,9:26,9,10.53,7.05,3.3,0.37,281.48,11.6,182.95
Nelson Park Lake,5/22/2019,14:31,0,15.02,7.98,106.54,10.73,500.01,3.66,325.11
Nelson Park Lake,5/22/2019,14:31,0.5,15.22,7.92,94.08,9.43,498.04,3.11,324
Nelson Park Lake,5/22/2019,14:31,1,15.17,7.87,85.78,8.61,497.82,2.94,324
Nelson Park Lake,5/22/2019,14:31,1.5,15.17,7.85,82.53,8.28,497.8,3.07,324
Nelson Park Lake,5/22/2019,14:31,2,15.07,7.85,80.91,8.13,498.21,3.05,324
Nelson Park Lake,5/22/2019,14:31,2.5,14.81,7.83,78.24,7.91,498.66,3.08,324
Nelson Park Lake,5/22/2019,14:31,3,14.56,7.8,73.51,7.48,498.53,3.43,324
Nelson Park Lake,5/22/2019,14:31,3.5,14.41,7.78,69.5,7.09,499.14,3.51,324.57
Nelson Park Lake,5/22/2019,14:31,4,14.33,7.76,66.46,6.79,499.29,3.76,324.56
Nelson Park Lake,5/22/2019,14:31,4.5,13.68,7.6,44.55,4.6,504.5,4.33,327.91
Nelson Park Lake,5/22/2019,14:31,5,12.04,7.44,9.38,1.01,519.33,9.16,337.58
Nine Eagles Lake,6/3/2019,8:15,0,22.05,8.2,105.47,9.21,202.36,25.97,131.5
Nine Eagles Lake,6/3/2019,8:15,0.5,22.06,8.3,106.09,9.26,198.16,26.44,128.72
Nine Eagles Lake,6/3/2019,8:15,1,19.05,8.25,101,9.32,205.57,53.45,133.57
Nine Eagles Lake,6/3/2019,8:15,1.5,16.2,7.84,56.12,5.49,203.75,72.78,132.57
Nine Eagles Lake,6/3/2019,8:15,2,14.99,7.56,29.64,2.98,202.98,74.57,131.93
Nine Eagles Lake,6/3/2019,8:15,2.5,14.17,7.43,20.81,2.13,208.1,71.8,135.3
Nine Eagles Lake,6/3/2019,8:15,3,13.43,7.33,14.14,1.47,213.96,59.62,139.08
Nine Eagles Lake,6/3/2019,8:15,3.5,12.82,7.25,7.12,0.75,219.41,48.93,142.56
Nine Eagles Lake,6/3/2019,8:15,4,12.41,7.2,3.1,0.33,221.01,47.03,143.78
Nine Eagles Lake,6/3/2019,8:15,4.5,11.95,7.17,2.36,0.25,218.55,57.42,142.14
Nine Eagles Lake,6/3/2019,8:15,5,11.56,7.15,2.11,0.23,219.3,57.38,142.66
Nine Eagles Lake,6/3/2019,8:15,5.5,11.14,7.14,1.22,0.13,221.65,52.42,144.04
Nine Eagles Lake,6/3/2019,8:15,6,10.82,7.12,0.15,0.02,224.94,54.67,146.25
Nine Eagles Lake,6/3/2019,8:15,6.5,10.52,7.12,-0.35,-0.04,227.51,61.25,147.88
Nine Eagles Lake,6/3/2019,8:15,7,10.34,7.11,-0.6,-0.07,229.26,73.73,148.81
Nine Eagles Lake,6/3/2019,8:15,7.5,10.3,7.12,-0.76,-0.08,224.78,106.81,146.1
Nine Eagles Lake,6/3/2019,8:15,8,10.22,7.13,-0.8,-0.09,222,118.22,144
North Twin Lake,5/23/2019,9:17,0,13.95,8.14,96.83,9.99,311.58,18.61,202.54
North Twin Lake,5/23/2019,9:17,0.5,14.32,8.28,97.6,9.98,445.39,24.76,289.33
North Twin Lake,5/23/2019,9:17,1,14.33,8.27,97.58,9.97,444.91,26.12,289
North Twin Lake,5/23/2019,9:17,1.5,14.33,8.26,97.14,9.92,444.97,27.25,289
North Twin Lake,5/23/2019,9:17,2,14.33,8.25,96.31,9.84,445.08,27.1,289
North Twin Lake,5/23/2019,9:17,2.5,14.33,8.23,95.14,9.72,445.13,27.25,289
North Twin Lake,5/23/2019,9:17,3,14.33,8.2,93.77,9.58,445.35,27.19,289.36
Oldham Lake,5/22/2019,8:10,0,13.86,7.92,87.96,9.08,501.97,7.7,326.29
Oldham Lake,5/22/2019,8:10,0.5,13.62,7.93,80.92,8.4,504.39,7.89,327.97
Oldham Lake,5/22/2019,8:10,1,13.57,7.91,77.76,8.08,504.65,8.31,328
Oldham Lake,5/22/2019,8:10,1.5,13.56,7.9,77.11,8.01,504.75,8.41,328
Oldham Lake,5/22/2019,8:10,2,13.56,7.89,76.92,7.99,504.84,8.62,328
Oldham Lake,5/22/2019,8:10,2.5,13.56,7.89,76.6,7.96,504.96,8.44,328
Oldham Lake,5/22/2019,8:10,3,13.5,7.82,74.18,7.72,506.45,9.16,329.36
Oldham Lake,5/22/2019,8:10,3.5,13.09,7.68,63.89,6.71,513.95,10.88,334.07
Oldham Lake,5/22/2019,8:10,4,12.44,7.54,47.28,5.03,522.37,11.97,339.56
Oldham Lake,5/22/2019,8:10,4.5,11.59,7.46,24.48,2.66,524.11,12.55,340.93
Oldham Lake,5/22/2019,8:10,5,11.18,7.39,10.12,1.11,524.54,12.87,340.87
Oldham Lake,5/22/2019,8:10,5.5,11.02,7.37,5.01,0.55,527.57,14.51,342.86
Otter Creek Lake,6/18/2019,11:26,0,22.3,8.34,117.55,10.22,306.63,18.95,199.33
Otter Creek Lake,6/18/2019,11:26,0.5,22.51,8.32,126.28,10.93,305.37,19.94,198.4
Otter Creek Lake,6/18/2019,11:26,1,22.13,8.27,127.32,11.09,306.03,19.85,199.07
Otter Creek Lake,6/18/2019,11:26,1.5,21.4,7.94,100.67,8.89,312.14,13.35,202.95
Otter Creek Lake,6/18/2019,11:26,2,20.75,7.67,71.08,6.36,319.15,8.18,207.43
Otter Creek Lake,6/18/2019,11:26,2.5,20.31,7.53,56.46,5.1,322.19,7.99,209.45
Otter Creek Lake,6/18/2019,11:26,3,19.88,7.44,45.33,4.13,323.73,11.54,210.5
Otter Creek Lake,6/18/2019,11:26,3.5,19.42,7.32,36.32,3.34,324.74,15.13,211
Otter Creek Lake,6/18/2019,11:26,4,18.57,7.18,21.91,2.04,324.85,33.14,211.11
Otter Creek Lake,6/18/2019,11:26,4.5,16.17,7.03,10.79,1.06,341.22,18.19,221.88
Otter Creek Lake,6/18/2019,11:26,5,15.04,6.98,7.57,0.76,359.67,9.5,233.72
Otter Creek Lake,6/18/2019,11:26,5.5,14.52,6.94,5.88,0.6,364.93,7.32,237.15
Otter Creek Lake,6/18/2019,11:26,6,14.32,6.92,4.98,0.51,368.19,6.68,239.29
Otter Creek Lake,6/18/2019,11:26,6.5,14.07,6.9,4.33,0.44,376.26,6.22,244.67
Otter Creek Lake,6/18/2019,11:26,7,13.98,6.87,4.03,0.41,382.7,6.72,248.67
Ottumwa Lagoon,6/4/2019,9:30,0,19.98,7.29,82.9,7.48,608.59,26.68,395.71
Ottumwa Lagoon,6/4/2019,9:30,0.5,18.8,7.24,71.94,6.69,713.36,22.24,463.67
Ottumwa Lagoon,6/4/2019,9:30,1,17.12,7.08,57.18,5.47,821.21,18.33,533.83
Pierce Creek Pond,6/10/2019,8:45,0,20.61,7.87,104.93,9.42,326.66,5.38,212.24
Pierce Creek Pond,6/10/2019,8:45,0.5,20.61,7.89,104.28,9.36,325.8,5.4,211.93
Pierce Creek Pond,6/10/2019,8:45,1,20.64,7.92,103.33,9.27,324.98,5.63,211
Pierce Creek Pond,6/10/2019,8:45,1.5,20.51,7.92,100.31,9.02,324.48,5.72,211
Pierce Creek Pond,6/10/2019,8:45,2,19.95,7.58,74.75,6.79,332.41,10.38,216.09
Pierce Creek Pond,6/10/2019,8:45,2.5,19.17,7.21,32.88,3.03,337.26,16.42,219.27
Pleasant Creek Lake,6/17/2019,8:00,0,20.73,7.98,98.81,8.87,252.65,-0.93,164.27
Pleasant Creek Lake,6/17/2019,8:00,0.5,21.17,7.91,95.17,8.45,344.06,-1.79,224
Pleasant Creek Lake,6/17/2019,8:00,1,21.22,7.9,93.31,8.28,344.96,-2.02,224
Pleasant Creek Lake,6/17/2019,8:00,1.5,21.27,7.89,92.72,8.22,345.51,-2.01,224.67
Pleasant Creek Lake,6/17/2019,8:00,2,21.27,7.89,92.45,8.19,345.78,-2.15,225
Pleasant Creek Lake,6/17/2019,8:00,2.5,21.21,7.9,92.68,8.22,345.96,-2.23,225
Pleasant Creek Lake,6/17/2019,8:00,3,21.16,7.9,92.79,8.24,345.86,-2.11,225
Pleasant Creek Lake,6/17/2019,8:00,3.5,21.11,7.86,89.81,7.98,346.57,-2.06,225.19
Pleasant Creek Lake,6/17/2019,8:00,4,21.04,7.66,78.51,6.99,348.71,-1.95,226.62
Pleasant Creek Lake,6/17/2019,8:00,4.5,20.88,7.58,68.4,6.11,351.67,-1.67,228.54
Pleasant Creek Lake,6/17/2019,8:00,5,20.46,7.45,55.32,4.98,354.43,-1.49,230.4
Pleasant Creek Lake,6/17/2019,8:00,5.5,18.72,7.4,42.13,3.91,364.65,-1.87,237.18
Pleasant Creek Lake,6/17/2019,8:00,6,17.44,7.34,33.87,3.24,365.62,-2.05,237.6
Pleasant Creek Lake,6/17/2019,8:00,6.5,16.36,7.29,30.98,3.03,363.46,-2.02,236.25
Pleasant Creek Lake,6/17/2019,8:00,7,15.36,7.26,25.19,2.52,366.17,-1.95,238
Pleasant Creek Lake,6/17/2019,8:00,7.5,14.72,7.24,21.71,2.2,366.81,-1.93,238.55
Pleasant Creek Lake,6/17/2019,8:00,8,14.11,7.22,20.38,2.09,367.22,-1.93,238.85
Pleasant Creek Lake,6/17/2019,8:00,8.5,13.52,7.22,21.17,2.2,366.74,-2.09,238.39
Pleasant Creek Lake,6/17/2019,8:00,9,13.14,7.22,21.42,2.25,368.03,-2.24,239
Pleasant Creek Lake,6/17/2019,8:00,9.5,12.85,7.22,19.28,2.04,368.57,-2.19,239.5
Pleasant Creek Lake,6/17/2019,8:00,10,12.39,7.21,11.62,1.24,371.72,-2.08,241.59
Pleasant Creek Lake,6/17/2019,8:00,10.5,12.04,7.2,8.32,0.89,373.61,-1.77,243
Pleasant Creek Lake,6/17/2019,8:00,11,11.78,7.2,6.33,0.68,373.8,-1.96,243
Pleasant Creek Lake,6/17/2019,8:00,11.5,11.52,7.2,5.13,0.56,375.16,-2.22,243.82
Pleasant Creek Lake,6/17/2019,8:00,12,11.27,7.21,4.4,0.48,376.45,-2.3,244.82
Pleasant Creek Lake,6/17/2019,8:00,12.5,11.06,7.21,3.84,0.42,377.28,-2.3,245
Pleasant Creek Lake,6/17/2019,8:00,13,10.93,7.21,3.54,0.39,377.58,-1.28,245
Poll Miller Park Lake,6/3/2019,11:44,0,23.46,7.51,86.06,7.32,229.94,8.6,149
Poll Miller Park Lake,6/3/2019,11:44,0.5,23.13,7.49,81.62,6.98,230.72,8.97,150
Poll Miller Park Lake,6/3/2019,11:44,1,22.11,7.46,71.86,6.26,230.18,10.66,149.62
Poll Miller Park Lake,6/3/2019,11:44,1.5,19.76,7.39,57.16,5.21,230.4,13.94,149.64
Poll Miller Park Lake,6/3/2019,11:44,2,17.3,7.27,46.07,4.41,242.25,13.87,157.38
Poll Miller Park Lake,6/3/2019,11:44,2.5,16.18,7.21,41.15,4.04,265.68,10.37,172.73
Poll Miller Park Lake,6/3/2019,11:44,3,14.82,7.19,32.54,3.29,283.74,7.89,184.48
Poll Miller Park Lake,6/3/2019,11:44,3.5,13.37,7.16,20.36,2.12,293.14,7.51,190.53
Poll Miller Park Lake,6/3/2019,11:44,4,12.18,7.12,11.79,1.26,304.73,8.18,198.06
Poll Miller Park Lake,6/3/2019,11:44,4.5,10.9,7.07,7.41,0.82,322.04,8.06,209.36
Poll Miller Park Lake,6/3/2019,11:44,5,9.88,7.04,5.6,0.63,337.35,7.08,219.21
Poll Miller Park Lake,6/3/2019,11:44,5.5,9.21,7.02,4.6,0.53,347.66,6.78,226
Poll Miller Park Lake,6/3/2019,11:44,6,8.87,7.01,3.78,0.44,352.82,6.58,229.32
Poll Miller Park Lake,6/3/2019,11:44,6.5,8.77,7.01,3.14,0.37,355.13,7.91,230.76
Poll Miller Park Lake,6/3/2019,11:44,7,8.72,7.01,2.69,0.31,356.09,7.1,231.38
Poll Miller Park Lake,6/3/2019,11:44,7.5,8.57,7,2.31,0.27,357.68,7.66,232.3
Poll Miller Park Lake,6/3/2019,11:44,8,8.47,6.98,2.05,0.24,359.04,11.02,233.35
Prairie Rose Lake,6/11/2019,12:15,0,22.79,8.37,101.64,8.75,360.38,-0.86,234.4
Prairie Rose Lake,6/11/2019,12:15,0.5,22.83,8.38,100.47,8.64,361.3,-0.67,235
Prairie Rose Lake,6/11/2019,12:15,1,22.87,8.37,99.72,8.57,361.44,-0.62,235
Prairie Rose Lake,6/11/2019,12:15,1.5,22.89,8.37,99.14,8.52,361.59,-0.6,235
Prairie Rose Lake,6/11/2019,12:15,2,22.87,8.37,98.73,8.48,361.73,-0.61,235
Prairie Rose Lake,6/11/2019,12:15,2.5,22.8,8.36,97.41,8.38,362.33,-0.61,235.45
Prairie Rose Lake,6/11/2019,12:15,3,22.46,8.19,85.53,7.4,365.85,-0.52,237.82
Prairie Rose Lake,6/11/2019,12:15,3.5,21.31,7.94,57.24,5.06,377.18,-0.48,245.18
Prairie Rose Lake,6/11/2019,12:15,4,20.36,7.77,33.59,3.02,383.48,-0.51,249.33
Prairie Rose Lake,6/11/2019,12:15,4.5,19.54,7.72,19.93,1.82,387.24,-0.4,251.67
Prairie Rose Lake,6/11/2019,12:15,5,18.81,7.69,12.33,1.15,390.13,0.12,253.63
Prairie Rose Lake,6/11/2019,12:15,5.5,18.25,7.65,9.37,0.88,394.47,0.46,256.33
Prairie Rose Lake,6/11/2019,12:15,6,17.38,7.6,6.7,0.64,404.42,1.95,262.77
Rathbun Reservoir,6/3/2019,14:10,0,20.73,7.55,85.44,7.65,225.86,35.36,147
Rathbun Reservoir,6/3/2019,14:10,0.5,20.72,7.51,81.63,7.31,225.71,35.25,147
Rathbun Reservoir,6/3/2019,14:10,1,20.57,7.47,79.31,7.13,225.63,35.14,147
Rathbun Reservoir,6/3/2019,14:10,1.5,20.1,7.45,78.06,7.08,225.83,33.18,147
Rathbun Reservoir,6/3/2019,14:10,2,19.35,7.44,76.78,7.07,224.1,32.53,145.71
Rathbun Reservoir,6/3/2019,14:10,2.5,19.2,7.41,75.85,7,223.97,38.41,145.73
Rathbun Reservoir,6/3/2019,14:10,3,19.13,7.4,74.8,6.92,223.64,39.66,145
Rathbun Reservoir,6/3/2019,14:10,3.5,19.07,7.4,74.46,6.89,223.97,39.29,145.7
Rathbun Reservoir,6/3/2019,14:10,4,18.86,7.39,73.76,6.86,225.2,37.31,146.38
Rathbun Reservoir,6/3/2019,14:10,4.5,18.63,7.39,72.93,6.81,225.98,35.7,146.92
Rathbun Reservoir,6/3/2019,14:10,5,18.38,7.39,72.78,6.83,223.81,30.75,145.26
Rathbun Reservoir,6/3/2019,14:10,5.5,18.24,7.39,72.65,6.84,223.12,29.19,145
Rathbun Reservoir,6/3/2019,14:10,6,18.1,7.38,72.6,6.86,222.48,27.38,144.55
Rathbun Reservoir,6/3/2019,14:10,6.5,18.02,7.39,72.81,6.89,223.06,26.08,145.07
Rathbun Reservoir,6/3/2019,14:10,7,17.73,7.39,71.87,6.84,219.41,22.51,142.59
Rathbun Reservoir,6/3/2019,14:10,7.5,17.55,7.41,76.22,7.28,222.86,18.11,144.84
Rathbun Reservoir,6/3/2019,14:10,8,17.38,7.44,77.78,7.45,224.19,17.22,146
Rathbun Reservoir,6/3/2019,14:10,8.5,17.25,7.46,78.06,7.5,224.28,16.52,146
Rathbun Reservoir,6/3/2019,14:10,9,17.18,7.47,77.9,7.5,224.38,16.76,146
Rathbun Reservoir,6/3/2019,14:10,9.5,17.09,7.46,76.16,7.34,224.36,17.88,146
Rathbun Reservoir,6/3/2019,14:10,10,17.01,7.44,73.44,7.09,223.78,19.15,145.39
Rathbun Reservoir,6/3/2019,14:10,10.5,16.94,7.43,71.44,6.91,223.41,19.27,145
Rathbun Reservoir,6/3/2019,14:10,11,16.88,7.4,68.74,6.66,222.39,20.72,144.67
Rathbun Reservoir,6/3/2019,14:10,11.5,16.83,7.38,67.69,6.56,222.7,20.74,145
Rathbun Reservoir,6/3/2019,14:10,12,16.76,7.37,67.99,6.6,222.66,20.76,145
Rathbun Reservoir,6/3/2019,14:10,12.5,16.65,7.36,65.34,6.36,222.62,23.59,144.94
Rathbun Reservoir,6/3/2019,14:10,13,16.56,7.35,63.89,6.23,222.71,22.28,144.73
Rathbun Reservoir,6/3/2019,14:10,13.5,16.37,7.34,63.25,6.19,224.85,21.23,146.09
Rathbun Reservoir,6/3/2019,14:10,14,16.2,7.34,62.05,6.09,226.21,21.91,147
Rathbun Reservoir,6/3/2019,14:10,14.5,16.04,7.33,61.34,6.04,227.27,21.68,147.81
Rathbun Reservoir,6/3/2019,14:10,15,15.72,7.31,57.47,5.7,229.26,26.59,148.91
Red Haw Lake,6/4/2019,14:35,0,22.72,7.7,93.99,8.09,156.41,11.72,101.73
Red Haw Lake,6/4/2019,14:35,0.5,22.52,7.63,94.93,8.21,178.89,11.55,116
Red Haw Lake,6/4/2019,14:35,1,22.41,7.55,94.91,8.23,178.73,11.48,116
Red Haw Lake,6/4/2019,14:35,1.5,22.36,7.52,94.66,8.22,178.6,11.55,116
Red Haw Lake,6/4/2019,14:35,2,21.06,7.47,85.17,7.54,181.87,14.66,118.17
Red Haw Lake,6/4/2019,14:35,2.5,17.76,7.28,49.39,4.69,173.44,19.92,112.75
Red Haw Lake,6/4/2019,14:35,3,16.86,7.1,43.21,4.19,172.31,15.99,112
Red Haw Lake,6/4/2019,14:35,3.5,16.3,7.06,42.44,4.16,183.82,9.8,119.5
Red Haw Lake,6/4/2019,14:35,4,15.76,7.04,41.46,4.11,195.43,7.01,127
Red Haw Lake,6/4/2019,14:35,4.5,14.94,7.03,38.48,3.88,203.28,5.11,132
Red Haw Lake,6/4/2019,14:35,5,14.35,7.02,31.87,3.26,206.19,4.53,134
Red Haw Lake,6/4/2019,14:35,5.5,13.91,7,21.24,2.19,208.46,4.76,135.56
Red Haw Lake,6/4/2019,14:35,6,13.53,6.97,12.57,1.31,210.33,5.52,136.6
Red Haw Lake,6/4/2019,14:35,6.5,12.87,6.94,8.57,0.9,215.71,5.04,140.33
Red Haw Lake,6/4/2019,14:35,7,12.19,6.91,6.17,0.66,222.55,4.6,144.69
Red Haw Lake,6/4/2019,14:35,7.5,11.7,6.88,4.94,0.54,228.42,4.44,148.46
Red Haw Lake,6/4/2019,14:35,8,11.15,6.84,4.23,0.46,235.18,4.28,152.83
Red Haw Lake,6/4/2019,14:35,8.5,10.81,6.76,3.77,0.42,244.38,4.36,158.83
Red Haw Lake,6/4/2019,14:35,9,10.54,6.71,3.39,0.38,254.44,4.45,165.33
Roberts Creek Lake,6/17/2019,7:15,0,21.76,7.58,98.42,8.64,467.94,4.09,304
Roberts Creek Lake,6/17/2019,7:15,0.5,21.78,7.71,98.07,8.6,467.66,1.08,304
Roberts Creek Lake,6/17/2019,7:15,1,21.78,7.75,97.69,8.57,467.73,0.93,304
Roberts Creek Lake,6/17/2019,7:15,1.5,21.78,7.78,97.33,8.54,467.92,0.92,304
Roberts Creek Lake,6/17/2019,7:15,2,21.53,7.79,92.79,8.17,469.07,0.81,304.87
