Lake,Date,Time,Depth (m),Temperature (Deg C),pH,DO (% Saturation),DO (mg/L),Specific Conductivity (uS/cm),Turbidity (NTU),TDS (mg/L)
(8) Beeds Lake (Franklin),9/16/2018,7:25,1.5,18.98412698,7.508571429,60.21428571,5.575714286,520.8714286,16.22,338.5714286
(8) Beeds Lake (Franklin),9/16/2018,7:25,2,18.80555556,7.49,56.15,5.22,518.1,15.555,337
(8) Beeds Lake (Franklin),9/16/2018,7:25,2.5,18.2662037,7.432083333,49.42916667,4.645,501.1791667,13.48291667,325.7916667
(8) Beeds Lake (Franklin),9/16/2018,7:25,3,17.62301587,7.358571429,44.12142857,4.204285714,479.5857143,11.65428571,311.7142857
(8) Beeds Lake (Franklin),9/16/2018,7:25,3.5,17.38888889,7.335,42.3,4.05,474.95,11.555,309
(8) Beeds Lake (Franklin),9/16/2018,7:25,4,17.26944444,7.3075,39.11,3.7515,473.02,11.3465,307.35
(8) Beeds Lake (Franklin),9/16/2018,7:25,4.5,17.09722222,7.2825,32.65,3.145,472.8,11.48,307.25
(8) Beeds Lake (Franklin),9/16/2018,7:25,5,17.02222222,7.27,29.14,2.812,474.08,11.75,308.2
(8) Beeds Lake (Franklin),9/16/2018,7:25,5.5,16.80555556,7.235714286,18.87857143,1.827142857,479.5428571,13.365,311.6428571
(8) Beeds Lake (Franklin),9/16/2018,7:25,6,16.48666667,7.1552,9.624,0.9392,490.12,23.2768,318.6
(8) Beeds Lake (Franklin),9/16/2018,7:25,6.5,16.38888889,7.09037037,6.814814815,0.665555556,494.6962963,31.80555556,321.5185185
(9) Big Creek Lake (Polk),9/11/2018,10:20,0,21.16452991,7.672692308,85.47307692,7.590769231,456.3538462,12.81115385,296.5769231
(9) Big Creek Lake (Polk),9/11/2018,10:20,1,21.15,7.688,75.17,6.672,458.01,10.313,297.8
(9) Big Creek Lake (Polk),9/11/2018,10:20,1.5,21.00396825,7.653928571,68.64642857,6.111428571,458.2285714,10.14678571,298
(9) Big Creek Lake (Polk),9/11/2018,10:20,2,20.94444444,7.61125,61.175,5.451875,458.38125,10.333125,298
(9) Big Creek Lake (Polk),9/11/2018,10:20,2.5,20.94444444,7.59125,58.2125,5.19125,457.925,10.36375,298
(9) Big Creek Lake (Polk),9/11/2018,10:20,3,20.94444444,7.59,57.3,5.11,458.3,10.45,298
(9) Big Creek Lake (Polk),9/11/2018,10:20,3.5,20.94444444,7.566388889,53.575,4.777777778,461.1805556,11.01527778,299.7777778
(9) Big Creek Lake (Polk),9/11/2018,10:20,4,20.94444444,7.541904762,50.11904762,4.467619048,463.452381,11.49714286,301
(9) Big Creek Lake (Polk),9/11/2018,10:20,4.5,20.9,7.5085,40.555,3.617,470.29,12.1175,305.7
(9) Big Creek Lake (Polk),9/11/2018,10:20,5,20.87393162,7.422307692,23.75,2.119615385,486.8461538,13.72115385,316.4615385
(9) Big Creek Lake (Polk),9/11/2018,10:20,5.5,20.72727273,7.360454545,11.67272727,1.045,502.5681818,14.67136364,326.6363636
(9) Big Creek Lake (Polk),9/11/2018,10:20,6,20.58230453,7.334444444,6.207407407,0.558148148,520.2703704,12.93037037,338.1851852
(9) Big Creek Lake (Polk),9/11/2018,10:20,6.5,20.43478261,7.335217391,4.743478261,0.427391304,522.9782609,14.02521739,339.9130435
(9) Big Creek Lake (Polk),9/11/2018,10:20,7,20.21717172,7.325,3.981818182,0.360454545,518.6727273,15.525,337.1818182
(9) Big Creek Lake (Polk),9/11/2018,10:20,7.5,20.07662835,7.326206897,3.634482759,0.329655172,520.162069,16.33310345,338.1724138
(9) Big Creek Lake (Polk),9/11/2018,10:20,8,19.83333333,7.296190476,3.338095238,0.303809524,513.8666667,17.33904762,334.047619
(9) Big Creek Lake (Polk),9/11/2018,10:20,8.5,19.44973545,7.254761905,3.095238095,0.284761905,510.4666667,17.34190476,332
(9) Big Creek Lake (Polk),9/11/2018,10:20,9,18.62139918,7.20037037,2.874074074,0.271111111,514.4148148,20.49185185,334.3703704
(9) Big Creek Lake (Polk),9/11/2018,10:20,9.5,17.00757576,7.135454545,2.677272727,0.260909091,529.4863636,18.99545455,344.1818182
(9) Big Creek Lake (Polk),9/11/2018,10:20,10,16.0308642,7.095555556,2.6,0.255555556,536.0722222,17.01388889,348.5
(9) Big Creek Lake (Polk),9/11/2018,10:20,10.5,15.47474747,7.052272727,2.540909091,0.25,538.4363636,17.24,349.7727273
(9) Big Creek Lake (Polk),9/11/2018,10:20,11,15.16255144,6.993703704,2.42962963,0.243333333,541.5259259,20.04666667,352.037037
(9) Big Creek Lake (Polk),9/11/2018,10:20,11.5,14.78042328,6.93,2.338095238,0.236190476,548.1142857,21.68571429,356.2857143
(9) Big Creek Lake (Polk),9/11/2018,10:20,12,14.52350427,6.877307692,2.3,0.23,554.5461538,20.28846154,360.5
(9) Big Creek Lake (Polk),9/11/2018,10:20,12.5,14.27407407,6.840333333,2.213333333,0.228666667,561.7733333,17.90433333,365.1666667
(9) Big Creek Lake (Polk),9/11/2018,10:20,13,14.09615385,6.811538462,2.146153846,0.22,569.15,16.79307692,369.9615385
(9) Big Creek Lake (Polk),9/11/2018,10:20,13.5,14,6.788181818,2.1,0.22,575.1727273,16.77227273,373.8636364
(9) Big Creek Lake (Polk),9/11/2018,10:20,14,13.91666667,6.7675,2.1,0.21625,580.5958333,16.97125,377.375
(9) Big Creek Lake (Polk),9/11/2018,10:20,14.5,13.84375,6.748125,2.1,0.21,585.86875,20.784375,380.8125
(10) Big Spirit Lake (Dickinson),9/3/2018,12:00,0,22.71232123,8.42009901,114.1594059,9.836732673,362.9277228,13.3749505,235.9306931
(10) Big Spirit Lake (Dickinson),9/3/2018,12:00,0.5,22.63271605,8.44,117.4666667,10.13666667,367.9722222,14.47777778,239
(10) Big Spirit Lake (Dickinson),9/3/2018,12:00,1,22.61111111,8.44,117.5222222,10.14944444,368.0944444,14.42694444,239
(10) Big Spirit Lake (Dickinson),9/3/2018,12:00,1.5,22.56430041,8.430277778,116.0166667,10.02472222,368.4342593,13.29111111,239.5092593
(10) Big Spirit Lake (Dickinson),9/3/2018,12:00,2.5,22.47754137,8.399574468,111.4702128,9.64787234,368.9531915,12.16829787,240
(10) Big Spirit Lake (Dickinson),9/3/2018,12:00,3,22.41369048,8.376071429,104.6178571,9.065714286,369.3839286,11.65357143,240
(10) Big Spirit Lake (Dickinson),9/3/2018,12:00,3.5,22.33333333,8.35,99.05,8.595,370,10.53,240.5
(10) Big Spirit Lake (Dickinson),9/3/2018,12:00,4,22.26190476,8.330357143,91.15,7.922142857,370.4678571,9.712142857,241
(10) Big Spirit Lake (Dickinson),9/3/2018,12:00,4.5,22.09885621,8.253970588,80.08529412,6.981323529,371.5867647,7.734705882,241.4705882
(10) Big Spirit Lake (Dickinson),9/3/2018,12:00,5,22.03444444,8.1728,70.71,6.1742,373.358,7.5318,242.82
(11) Black Hawk Lake (Sac),8/13/2018,9:15,0,26.90229885,8.080689655,55.40344828,4.419310345,405.9448276,23.90137931,263.7586207
(11) Black Hawk Lake (Sac),8/13/2018,9:15,1,26.90740741,8.06,46.23333333,3.686666667,408.1555556,23.41333333,265
(11) Black Hawk Lake (Sac),8/13/2018,9:15,1.5,26.84920635,8.046190476,41.17619048,3.287142857,408.5,26.28666667,265.3809524
(11) Black Hawk Lake (Sac),8/13/2018,9:15,2,26.76388889,7.504285714,24.64285714,1.971071429,413.8964286,-249.0146429,269
(11) Black Hawk Lake (Sac),8/13/2018,9:15,2.5,26.72222222,6.914166667,8.375,0.670833333,433.0166667,13.51,281.5
(12) Blue Lake (Monona),8/13/2018,11:40,0,28.02688172,8.39483871,138.083871,10.78806452,529.5419355,34.60096774,344.2580645
(12) Blue Lake (Monona),8/13/2018,11:40,0.5,27.65625,8.220625,120.29375,9.45875,535.2375,43.1575,347.875
(12) Blue Lake (Monona),8/13/2018,11:40,1.5,27.48039216,8.092352941,105.3647059,8.312941176,537.4,45.05470588,349.3529412
(13) Bob White Lake (Wayne),8/16/2018,11:15,0,26.76455026,8.932857143,112.0428571,8.964285714,203.4238095,82.12571429,132.2380952
(13) Bob White Lake (Wayne),8/16/2018,11:15,0.5,25.85185185,8.324074074,78.70740741,6.397777778,206.6962963,88.06592593,134.3333333
(13) Bob White Lake (Wayne),8/16/2018,11:15,1,25.70940171,7.878461538,47.66923077,3.886923077,209.8076923,95.75307692,136.3846154
(14) Briggs Woods Lake (Hamilton),9/19/2018,11:41,0,22.66203704,8.810833333,96.84583333,8.356666667,295.0875,19.4275,192
(14) Briggs Woods Lake (Hamilton),9/19/2018,11:41,0.5,22.61111111,8.82,96.7,8.35,294.6,19.6625,191.25
(14) Briggs Woods Lake (Hamilton),9/19/2018,11:41,1,22.61111111,8.82,96.66666667,8.35,294.3666667,19.56666667,191
(14) Briggs Woods Lake (Hamilton),9/19/2018,11:41,1.5,22.57088123,8.834827586,97.10689655,8.392413793,293.3310345,19.27655172,190.5517241
(14) Briggs Woods Lake (Hamilton),9/19/2018,11:41,2,22.55555556,8.84,97.55,8.435,292.8,20.2925,190
(14) Briggs Woods Lake (Hamilton),9/19/2018,11:41,2.5,22.55555556,8.84,97.325,8.42,292.775,20.315,190
(14) Briggs Woods Lake (Hamilton),9/19/2018,11:41,3,21.38148148,8.161666667,39.47666667,3.457333333,314.75,13.759,204.5666667
(14) Briggs Woods Lake (Hamilton),9/19/2018,11:41,3.5,19.12169312,7.553333333,11.33333333,1.043809524,366.6666667,9.968095238,238.3809524
(14) Briggs Woods Lake (Hamilton),9/19/2018,11:41,4,18.28333333,7.355,8.29,0.777,390.48,10.961,253.9
(14) Briggs Woods Lake (Hamilton),9/19/2018,11:41,4.5,16.16666667,7.31,7.4,0.73,414.6,11.38,269
(14) Briggs Woods Lake (Hamilton),9/19/2018,11:41,5,14.02614379,7.165294118,6.229411765,0.638823529,450.3,11.68529412,292.6470588
(14) Briggs Woods Lake (Hamilton),9/19/2018,11:41,5.5,11.96296296,7.043333333,5.183333333,0.555,481.45,10.89833333,312.8333333
(14) Briggs Woods Lake (Hamilton),9/19/2018,11:41,6.5,10.31481481,6.926666667,4.8,0.535,518.5333333,10.69666667,337.1666667
(14) Briggs Woods Lake (Hamilton),9/19/2018,11:41,7,9.902777778,6.88125,4.4875,0.505,546.7625,10.43375,355.5
(15) Browns Lake (Woodbury),8/13/2018,9:35,0,27.04722222,8.056,87.66,6.968,601.17,31.0395,390.75
(15) Browns Lake (Woodbury),8/13/2018,9:35,1,27.16666667,8.055625,80.76875,6.40875,605.83125,33.84375,393.75
(15) Browns Lake (Woodbury),8/13/2018,9:35,1.5,27.16666667,8.02,76.81428571,6.092380952,607.4761905,46.26238095,394.7619048
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,0,26.33096927,8.194468085,91.7893617,7.396382979,372.9765957,6.579574468,242.4255319
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,0.5,26.31746032,8.1125,84.35357143,6.795714286,375.4678571,6.446785714,244.1428571
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,1,26.15777778,7.8648,59.052,4.7732,381.828,6.4924,248.2
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,1.5,25.90681004,7.674193548,33.72903226,2.737741935,388.2580645,6.39483871,252.3548387
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,2,25.31649832,7.518787879,19.96666667,1.638181818,401.1878788,5.277575758,260.7575758
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,2.5,24.50771605,7.424444444,13.70555556,1.140833333,416.6138889,4.381944444,270.8055556
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,3,23.52222222,7.338666667,9.036666667,0.766666667,439.62,4.603,285.7
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,3.5,22.66239316,7.245384615,4.607692308,0.396923077,479.1192308,5.153846154,311.4230769
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,4,21.78645833,7.2003125,3.40625,0.2984375,503.421875,5.949375,327.1875
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,4.5,19.90690691,7.157567568,3.02972973,0.273513514,547.0972973,6.048918919,355.6216216
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,5,18.12962963,7.137179487,2.712820513,0.254615385,565.1333333,4.829230769,367.3846154
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,5.5,15.8441358,7.159444444,2.413888889,0.24,587.3666667,4.415,381.7777778
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,6,14.18253968,7.202857143,2.34,0.237714286,606.5542857,4.384,394.2285714
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,6.5,12.91218638,7.248709677,2.125806452,0.222903226,617.0096774,4.428709677,400.9032258
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,7,12.11835749,7.272608696,2.082608696,0.22,618.0282609,4.497173913,401.7826087
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,7.5,11.20707071,7.285454545,1.933333333,0.211515152,618.0909091,4.604545455,401.8484848
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,8,10.47777778,7.298,1.877142857,0.21,617.3457143,4.647428571,401.2285714
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,8.5,9.926984127,7.309428571,1.8,0.21,618.5828571,4.645714286,402
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,9,9.524074074,7.305333333,1.8,0.202333333,619.3833333,4.837666667,402.6333333
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,9.5,9.216216216,7.292162162,1.724324324,0.2,618.527027,4.798378378,402.0540541
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,10,8.796875,7.30375,1.7,0.1984375,618.334375,4.7040625,402
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,10.5,8.405017921,7.31,1.696774194,0.195806452,618.6903226,4.73483871,402
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,11,8.073412698,7.31,1.621428571,0.192142857,619.7035714,4.710535714,402.8214286
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,11.5,7.85,7.306333333,1.675,0.198,620.0933333,4.7815,403.1833333
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,12,7.551169591,7.292368421,1.6,0.19,622.4342105,4.828157895,404.5526316
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,12.5,7.329434698,7.274912281,1.6,0.199649123,623.7736842,4.884385965,405.2982456
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,13,7.073476703,7.264516129,1.6,0.191935484,624.7,4.910967742,406.0967742
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,13.5,6.866071429,7.24625,1.6,0.19,627.1053571,4.972321429,407.8035714
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,14,6.703282828,7.233636364,1.518181818,0.19,627.7954545,5.058181818,408
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,14.5,6.565302144,7.22,1.5,0.189122807,629.2421053,5.157719298,409.0350877
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,15,6.400252525,7.21,1.5,0.183409091,631.3681818,5.259318182,410.5
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,15.5,6.307936508,7.201714286,1.5,0.18,632.5885714,5.443142857,411.1142857
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,16,6.224279835,7.197037037,1.5,0.18,634.0185185,5.494814815,412.1111111
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,16.5,6.164930556,7.19,1.453125,0.18,635.465625,5.6546875,413.09375
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,17,6.111111111,7.183,1.4,0.18,637.3866667,6.419333333,414.4
(16) Brushy Creek Lake (Webster),8/14/2018,7:00,17.5,6.098148148,7.184977778,1.724222222,0.213133333,639.4106667,5.536177778,415.9644444
(17) Carter Lake (Pottawattamie),8/26/2018,10:05,0,23.70531401,8.016304348,51.5173913,4.351956522,738.4173913,10.5376087,479.9565217
(17) Carter Lake (Pottawattamie),8/26/2018,10:05,0.5,23.57189542,7.923529412,45.66078431,3.866666667,741.7529412,13.15156863,482.1960784
(17) Carter Lake (Pottawattamie),8/26/2018,10:05,1,23.05913978,7.684193548,29.2516129,2.500967742,746.6612903,19.75806452,485.3225806
(17) Carter Lake (Pottawattamie),8/26/2018,10:05,1.5,22.71555556,7.566,18.656,1.6052,750.084,17.7072,487.56
(17) Carter Lake (Pottawattamie),8/26/2018,10:05,2,22.56623932,7.531153846,14.9,1.286923077,753.3576923,14.02038462,489.6538462
(17) Carter Lake (Pottawattamie),8/26/2018,10:05,2.5,22.45061728,7.503703704,11.51111111,0.996666667,757.5740741,13.06666667,492.3703704
(17) Carter Lake (Pottawattamie),8/26/2018,10:05,3,22.32936508,7.4775,8.960714286,0.776071429,764.6214286,10.11178571,497
(17) Carter Lake (Pottawattamie),8/26/2018,10:05,3.5,22.19341564,7.438518519,5.144444444,0.447777778,771.6148148,8.833333333,501.6296296
(17) Carter Lake (Pottawattamie),8/26/2018,10:05,4,21.90079365,7.398571429,2.935714286,0.256071429,780.4571429,10.25964286,507.3214286
(17) Carter Lake (Pottawattamie),8/26/2018,10:05,4.5,20.90384615,7.262307692,2.411538462,0.215384615,805.0346154,13.96961538,523.3076923
(17) Carter Lake (Pottawattamie),8/26/2018,10:05,5,18.02263374,6.997407407,2.211111111,0.208518519,883.3148148,26.03111111,574.1481481
