"","year","doy","siteID","name","TSS","TFSS"
"123",2004,217,22130002,"North Twin Lake (mean water depth)",29,NA
"124",2004,230,22130002,"North Twin Lake (mean water depth)",33,NA
"125",2004,280,22130002,"North Twin Lake (mean water depth)",7,NA
"126",2004,230,22130003,"North Twin Lake (shallow water depth)",37,NA
"127",2004,217,22130003,"North Twin Lake (shallow water depth)",28,NA
"128",2004,204,22130003,"North Twin Lake (shallow water depth)",19,NA
"129",2004,244,22130003,"North Twin Lake (shallow water depth)",40,NA
"130",2004,259,22130003,"North Twin Lake (shallow water depth)",27,NA
"131",2004,280,22130003,"North Twin Lake (shallow water depth)",12,NA
"132",2004,188,22130003,"North Twin Lake (shallow water depth)",21,NA
"133",2005,90,22210001,"Trumbull Lake Max Depth",320,NA
"134",2005,159,22210001,"Trumbull Lake Max Depth",240,NA
"135",2005,143,22210001,"Trumbull Lake Max Depth",57,NA
"136",2005,131,22210001,"Trumbull Lake Max Depth",69,NA
"137",2005,173,22210001,"Trumbull Lake Max Depth",61,NA
"138",2005,193,22210001,"Trumbull Lake Max Depth",44,NA
"139",2005,208,22210001,"Trumbull Lake Max Depth",83,NA
"140",2005,222,22210001,"Trumbull Lake Max Depth",110,NA
"141",2005,236,22210001,"Trumbull Lake Max Depth",280,NA
"142",2005,256,22210001,"Trumbull Lake Max Depth",99,NA
"143",2005,270,22210001,"Trumbull Lake Max Depth",170,NA
"144",2011,132,22250001,"Beaver Lake",3,NA
"145",2011,167,22250001,"Beaver Lake",14,NA
"146",2011,187,22250001,"Beaver Lake",15,NA
"147",2011,229,22250001,"Beaver Lake",31,NA
"148",2011,257,22250001,"Beaver Lake",22,NA
"149",2011,257,22250003,"Beaver Lake inlet at Dexter",30,NA
"150",2011,229,22250003,"Beaver Lake inlet at Dexter",34,NA
"151",2011,187,22250003,"Beaver Lake inlet at Dexter",18,NA
"152",2011,167,22250003,"Beaver Lake inlet at Dexter",13,NA
"153",2011,132,22250003,"Beaver Lake inlet at Dexter",23,NA
"154",2011,186,22270001,"Little River Lake",11,NA
"155",2011,200,22270001,"Little River Lake",18,NA
"156",2011,221,22270001,"Little River Lake",6,NA
"157",2011,215,22270001,"Little River Lake",8,NA
"158",2010,153,22270001,"Little River Lake",4,1
"159",2010,188,22270001,"Little River Lake",5,4
"160",2010,214,22270001,"Little River Lake",8,5
"161",2010,245,22270001,"Little River Lake",5,4
"162",2010,123,22270001,"Little River Lake",3,2
"163",2010,123,22270004,"Little River Lake near Leon (site LRL4)",4,2
"164",2010,245,22270004,"Little River Lake near Leon (site LRL4)",15,12
"165",2010,214,22270004,"Little River Lake near Leon (site LRL4)",9,5
"166",2010,188,22270004,"Little River Lake near Leon (site LRL4)",12,7
"167",2010,153,22270004,"Little River Lake near Leon (site LRL4)",6,3
"168",2011,215,22270004,"Little River Lake near Leon (site LRL4)",22,NA
"169",2011,221,22270004,"Little River Lake near Leon (site LRL4)",13,NA
"170",2011,200,22270004,"Little River Lake near Leon (site LRL4)",25,NA
"171",2011,186,22270004,"Little River Lake near Leon (site LRL4)",6,NA
"172",2005,242,22280001,"Silver Lake Max Depth",40,NA
"173",2007,228,22280001,"Silver Lake Max Depth",22,2
"174",2007,178,22280001,"Silver Lake Max Depth",58,6
"175",2005,171,22280001,"Silver Lake Max Depth",2,NA
"176",2012,130,22280003,"Backbone Lake",6,NA
"177",2012,256,22280003,"Backbone Lake",14,NA
"178",2012,193,22280003,"Backbone Lake",44,NA
"179",2012,221,22280003,"Backbone Lake",12,NA
"180",2012,163,22280003,"Backbone Lake",8,NA
"181",2007,170,22290001,"Lake Geode",5,1
"182",2007,226,22290001,"Lake Geode",11,3
"183",2002,225,22300001,"Upper Gar Lake Surface Grab (1)",11,NA
"184",2002,170,22300001,"Upper Gar Lake Surface Grab (1)",11,NA
"185",2002,190,22300001,"Upper Gar Lake Surface Grab (1)",15,NA
"186",2002,128,22300001,"Upper Gar Lake Surface Grab (1)",24,NA
"187",2002,134,22300001,"Upper Gar Lake Surface Grab (1)",6,NA
"188",2002,280,22300001,"Upper Gar Lake Surface Grab (1)",11,NA
"189",2002,252,22300001,"Upper Gar Lake Surface Grab (1)",19,NA
"190",2002,99,22300001,"Upper Gar Lake Surface Grab (1)",9,NA
"191",2002,71,22300001,"Upper Gar Lake Surface Grab (1)",4,NA
"192",2002,71,22300002,"Upper Gar Lake Mid-depth Grab (2)",3,NA
"193",2002,99,22300002,"Upper Gar Lake Mid-depth Grab (2)",13,NA
"194",2002,252,22300002,"Upper Gar Lake Mid-depth Grab (2)",23,NA
"195",2002,280,22300002,"Upper Gar Lake Mid-depth Grab (2)",12,NA
"196",2002,134,22300002,"Upper Gar Lake Mid-depth Grab (2)",9,NA
"197",2002,128,22300002,"Upper Gar Lake Mid-depth Grab (2)",25,NA
"198",2002,190,22300002,"Upper Gar Lake Mid-depth Grab (2)",15,NA
"199",2002,170,22300002,"Upper Gar Lake Mid-depth Grab (2)",5,NA
"200",2002,225,22300002,"Upper Gar Lake Mid-depth Grab (2)",10,NA
"201",2002,225,22300003,"Upper Gar Lake Bottom Grab (3)",13,NA
"202",2002,170,22300003,"Upper Gar Lake Bottom Grab (3)",11,NA
"203",2002,190,22300003,"Upper Gar Lake Bottom Grab (3)",17,NA
"204",2002,128,22300003,"Upper Gar Lake Bottom Grab (3)",26,NA
"205",2002,134,22300003,"Upper Gar Lake Bottom Grab (3)",12,NA
"206",2002,280,22300003,"Upper Gar Lake Bottom Grab (3)",13,NA
"207",2002,252,22300003,"Upper Gar Lake Bottom Grab (3)",24,NA
"208",2002,99,22300003,"Upper Gar Lake Bottom Grab (3)",12,NA
"209",2002,71,22300003,"Upper Gar Lake Bottom Grab (3)",3,NA
"210",2002,71,22300004,"Lower Gar Lake Surface Grab (1)",5,NA
"211",2002,99,22300004,"Lower Gar Lake Surface Grab (1)",32,NA
"212",2002,134,22300004,"Lower Gar Lake Surface Grab (1)",19,NA
"213",2002,128,22300004,"Lower Gar Lake Surface Grab (1)",47,NA
"214",2002,170,22300004,"Lower Gar Lake Surface Grab (1)",22,NA
"215",2002,225,22300004,"Lower Gar Lake Surface Grab (1)",18,NA
"216",2002,190,22300004,"Lower Gar Lake Surface Grab (1)",15,NA
"217",2002,190,22300005,"Lower Gar Lake Mid-depth Grab (2)",14,NA
"218",2002,225,22300005,"Lower Gar Lake Mid-depth Grab (2)",21,NA
"219",2002,170,22300005,"Lower Gar Lake Mid-depth Grab (2)",24,NA
"220",2002,128,22300005,"Lower Gar Lake Mid-depth Grab (2)",47,NA
"221",2002,134,22300005,"Lower Gar Lake Mid-depth Grab (2)",24,NA
"222",2002,99,22300005,"Lower Gar Lake Mid-depth Grab (2)",37,NA
"223",2002,71,22300005,"Lower Gar Lake Mid-depth Grab (2)",4,NA
"224",2002,71,22300006,"Lower Gar Lake Bottom Grab (3)",6,NA
"225",2002,99,22300006,"Lower Gar Lake Bottom Grab (3)",45,NA
"226",2002,134,22300006,"Lower Gar Lake Bottom Grab (3)",21,NA
"227",2002,128,22300006,"Lower Gar Lake Bottom Grab (3)",49,NA
"228",2002,170,22300006,"Lower Gar Lake Bottom Grab (3)",25,NA
"229",2002,225,22300006,"Lower Gar Lake Bottom Grab (3)",15,NA
"230",2002,190,22300006,"Lower Gar Lake Bottom Grab (3)",15,NA
"231",2005,237,22300007,"Silver Lake Max Depth",10,NA
"232",2005,256,22300007,"Silver Lake Max Depth",24,NA
"233",2005,221,22300007,"Silver Lake Max Depth",13,NA
"234",2005,214,22300007,"Silver Lake Max Depth",23,NA
"235",2005,271,22300007,"Silver Lake Max Depth",25,NA
"236",2005,172,22300007,"Silver Lake Max Depth",6,NA
"237",2005,159,22300007,"Silver Lake Max Depth",12,NA
"238",2005,193,22300007,"Silver Lake Max Depth",9,NA
"239",2005,131,22300007,"Silver Lake Max Depth",29,NA
"240",2005,144,22300007,"Silver Lake Max Depth",17,NA
"241",2005,90,22300007,"Silver Lake Max Depth",26,NA
"242",2003,217,22330001,"Volga Lake (maximum water depth)",31,NA
"243",2003,231,22330001,"Volga Lake (maximum water depth)",17,NA
"244",2003,273,22330001,"Volga Lake (maximum water depth)",9,NA
"245",2003,259,22330001,"Volga Lake (maximum water depth)",24,NA
"246",2003,203,22330001,"Volga Lake (maximum water depth)",24,NA
"247",2003,191,22330001,"Volga Lake (maximum water depth)",10,NA
"248",2010,161,22330001,"Volga Lake (maximum water depth)",11,4
"249",2010,189,22330001,"Volga Lake (maximum water depth)",13,NA
"250",2010,215,22330001,"Volga Lake (maximum water depth)",29,NA
"251",2010,244,22330001,"Volga Lake (maximum water depth)",18,3
"252",2010,125,22330001,"Volga Lake (maximum water depth)",7,NA
"253",2003,191,22330002,"Volga Lake (mean water depth)",14,NA
"254",2003,203,22330002,"Volga Lake (mean water depth)",21,NA
"255",2003,273,22330002,"Volga Lake (mean water depth)",8,NA
"256",2003,259,22330002,"Volga Lake (mean water depth)",11,NA
"257",2003,231,22330002,"Volga Lake (mean water depth)",32,NA
"258",2003,217,22330002,"Volga Lake (mean water depth)",31,NA
"259",2003,217,22330003,"Volga Lake (shallow water depth)",26,NA
"260",2003,231,22330003,"Volga Lake (shallow water depth)",33,NA
"261",2003,259,22330003,"Volga Lake (shallow water depth)",7,NA
"262",2003,273,22330003,"Volga Lake (shallow water depth)",6,NA
"263",2003,203,22330003,"Volga Lake (shallow water depth)",28,NA
"264",2003,191,22330003,"Volga Lake (shallow water depth)",49,NA
"265",2010,125,22350001,"Beeds Lake",33,22
"266",2010,244,22350001,"Beeds Lake",12,3
"267",2010,216,22350001,"Beeds Lake",8,2
"268",2010,189,22350001,"Beeds Lake",11,7
"269",2010,154,22350001,"Beeds Lake",3,1
"270",2005,81,22370001,"Spring Lake Max Depth",23,NA
"271",2005,82,22400001,"Little Wall Lake (maximum water depth)",24,NA
"272",2005,152,22400001,"Little Wall Lake (maximum water depth)",52,NA
"273",2005,187,22400001,"Little Wall Lake (maximum water depth)",45,NA
"274",2005,202,22400001,"Little Wall Lake (maximum water depth)",36,NA
"275",2005,167,22400001,"Little Wall Lake (maximum water depth)",53,NA
"276",2005,265,22400001,"Little Wall Lake (maximum water depth)",35,NA
"277",2005,217,22400001,"Little Wall Lake (maximum water depth)",32,NA
"278",2005,229,22400001,"Little Wall Lake (maximum water depth)",21,NA
"279",2005,252,22400001,"Little Wall Lake (maximum water depth)",23,NA
"280",2003,191,22400001,"Little Wall Lake (maximum water depth)",25,NA
"281",2003,204,22400001,"Little Wall Lake (maximum water depth)",30,NA
"282",2003,281,22400001,"Little Wall Lake (maximum water depth)",60,NA
"283",2003,267,22400001,"Little Wall Lake (maximum water depth)",53,NA
"284",2003,252,22400001,"Little Wall Lake (maximum water depth)",42,NA
"285",2003,233,22400001,"Little Wall Lake (maximum water depth)",45,NA
"286",2003,217,22400001,"Little Wall Lake (maximum water depth)",36,NA
"287",2003,204,22400002,"Little Wall Lake (mean water depth)",29,NA
"288",2003,217,22400002,"Little Wall Lake (mean water depth)",48,NA
"289",2003,233,22400002,"Little Wall Lake (mean water depth)",43,NA
"290",2003,252,22400002,"Little Wall Lake (mean water depth)",46,NA
"291",2003,267,22400002,"Little Wall Lake (mean water depth)",49,NA
"292",2003,281,22400002,"Little Wall Lake (mean water depth)",60,NA
"293",2003,191,22400002,"Little Wall Lake (mean water depth)",66,NA
"294",2005,252,22400002,"Little Wall Lake (mean water depth)",22,NA
"295",2005,229,22400002,"Little Wall Lake (mean water depth)",22,NA
"296",2005,217,22400002,"Little Wall Lake (mean water depth)",34,NA
"297",2005,265,22400002,"Little Wall Lake (mean water depth)",30,NA
"298",2005,167,22400002,"Little Wall Lake (mean water depth)",48,NA
"299",2005,202,22400002,"Little Wall Lake (mean water depth)",38,NA
"300",2005,187,22400002,"Little Wall Lake (mean water depth)",36,NA
"301",2005,152,22400002,"Little Wall Lake (mean water depth)",42,NA
"302",2005,152,22400003,"Little Wall Lake (shallow water depth)",44,NA
"303",2005,187,22400003,"Little Wall Lake (shallow water depth)",40,NA
"304",2005,202,22400003,"Little Wall Lake (shallow water depth)",36,NA
"305",2005,167,22400003,"Little Wall Lake (shallow water depth)",50,NA
"306",2005,265,22400003,"Little Wall Lake (shallow water depth)",30,NA
"307",2005,217,22400003,"Little Wall Lake (shallow water depth)",36,NA
"308",2005,229,22400003,"Little Wall Lake (shallow water depth)",21,NA
"309",2005,252,22400003,"Little Wall Lake (shallow water depth)",18,NA
"310",2003,191,22400003,"Little Wall Lake (shallow water depth)",28,NA
"311",2003,281,22400003,"Little Wall Lake (shallow water depth)",62,NA
"312",2003,267,22400003,"Little Wall Lake (shallow water depth)",56,NA
"313",2003,252,22400003,"Little Wall Lake (shallow water depth)",42,NA
"314",2003,233,22400003,"Little Wall Lake (shallow water depth)",35,NA
"315",2003,217,22400003,"Little Wall Lake (shallow water depth)",87,NA
"316",2003,204,22400003,"Little Wall Lake (shallow water depth)",30,NA
"317",2007,221,22400004,"Briggs Woods Lake",7,1
"318",2007,156,22400004,"Briggs Woods Lake",3,1
"319",2008,247,22400004,"Briggs Woods Lake",4,1
"320",2008,227,22400004,"Briggs Woods Lake",7,1
"321",2008,192,22400004,"Briggs Woods Lake",9,1
"322",2008,164,22400004,"Briggs Woods Lake",3,1
"323",2008,127,22400004,"Briggs Woods Lake",1,1
"324",2005,237,22410001,"Crystal Lake Max Depth",66,NA
"325",2005,215,22410001,"Crystal Lake Max Depth",38,NA
"326",2005,173,22410001,"Crystal Lake Max Depth",3,NA
"327",2010,154,22410002,"Eldred Sherwood Lake",2,1
"328",2010,189,22410002,"Eldred Sherwood Lake",7,1
"329",2010,217,22410002,"Eldred Sherwood Lake",4,2
"330",2010,244,22410002,"Eldred Sherwood Lake",33,1
"331",2010,125,22410002,"Eldred Sherwood Lake",13,7
"332",2010,125,22420001,"Lower Pine Lake",19,12
"333",2009,258,22420001,"Lower Pine Lake",19,NA
"334",2009,229,22420001,"Lower Pine Lake",15,NA
"335",2009,188,22420001,"Lower Pine Lake",12,NA
"336",2010,260,22420001,"Lower Pine Lake",17,6
"337",2010,215,22420001,"Lower Pine Lake",14,7
"338",2010,187,22420001,"Lower Pine Lake",10,4
"339",2010,152,22420001,"Lower Pine Lake",15,7
"340",2009,167,22420001,"Lower Pine Lake",14,NA
"341",2009,139,22420001,"Lower Pine Lake",16,NA
"342",2010,187,22420002,"Upper Pine Lake",14,4
"343",2010,215,22420002,"Upper Pine Lake",9,3
"344",2010,260,22420002,"Upper Pine Lake",9,2
"345",2010,125,22420002,"Upper Pine Lake",16,8
"346",2010,152,22420002,"Upper Pine Lake",8,3
"347",2012,192,22430001,"DeSoto Bend Lake",22,NA
"348",2012,226,22430001,"DeSoto Bend Lake",28,NA
"349",2012,254,22430001,"DeSoto Bend Lake",40,NA
"350",2012,158,22430001,"DeSoto Bend Lake",21,NA
"351",2012,130,22430001,"DeSoto Bend Lake",58,NA
"352",2012,129,22480001,"Lake Iowa",5,NA
"353",2012,257,22480001,"Lake Iowa",12,NA
"354",2012,222,22480001,"Lake Iowa",8,NA
"355",2012,164,22480001,"Lake Iowa",11,NA
"356",2012,191,22480001,"Lake Iowa",15,NA
"357",2007,226,22480001,"Lake Iowa",12,1
"358",2007,170,22480001,"Lake Iowa",3,1
"359",2005,199,22500001,"Rock Creek Max Depth",11,NA
"360",2005,157,22500001,"Rock Creek Max Depth",4,NA
"361",2003,204,22520001,"Lake Macbride (maximum water depth)",9,NA
"362",2003,218,22520001,"Lake Macbride (maximum water depth)",8,NA
"363",2003,232,22520001,"Lake Macbride (maximum water depth)",9,NA
"364",2003,260,22520001,"Lake Macbride (maximum water depth)",2,NA
"365",2003,272,22520001,"Lake Macbride (maximum water depth)",3,NA
"366",2003,189,22520001,"Lake Macbride (maximum water depth)",7,NA
"367",2012,163,22520001,"Lake Macbride (maximum water depth)",5,NA
"368",2012,221,22520001,"Lake Macbride (maximum water depth)",10,NA
"369",2012,193,22520001,"Lake Macbride (maximum water depth)",9,NA
"370",2012,256,22520001,"Lake Macbride (maximum water depth)",7,NA
"371",2012,130,22520001,"Lake Macbride (maximum water depth)",3,NA
"372",2008,262,22520001,"Lake Macbride (maximum water depth)",8,1
"373",2008,140,22520001,"Lake Macbride (maximum water depth)",4,2
"374",2008,238,22520001,"Lake Macbride (maximum water depth)",12,2
"375",2008,212,22520001,"Lake Macbride (maximum water depth)",9,3
"376",2003,189,22520002,"Lake Macbride (mean water depth)",12,NA
"377",2003,204,22520002,"Lake Macbride (mean water depth)",12,NA
"378",2003,260,22520002,"Lake Macbride (mean water depth)",7,NA
"379",2003,232,22520002,"Lake Macbride (mean water depth)",11,NA
"380",2003,218,22520002,"Lake Macbride (mean water depth)",16,NA
"381",2003,272,22520002,"Lake Macbride (mean water depth)",9,NA
"382",2003,204,22520003,"Lake Macbride (shallow water depth)",23,NA
"383",2003,218,22520003,"Lake Macbride (shallow water depth)",27,NA
"384",2003,232,22520003,"Lake Macbride (shallow water depth)",15,NA
"385",2003,260,22520003,"Lake Macbride (shallow water depth)",18,NA
"386",2003,272,22520003,"Lake Macbride (shallow water depth)",17,NA
"387",2012,130,22520004,"Coralville Reservoir",30,NA
"388",2012,256,22520004,"Coralville Reservoir",14,NA
"389",2012,193,22520004,"Coralville Reservoir",14,NA
"390",2012,163,22520004,"Coralville Reservoir",22,NA
"391",2012,221,22520004,"Coralville Reservoir",9,NA
"392",2011,256,22520005,"Kent Park Lake",14,NA
"393",2011,195,22520005,"Kent Park Lake",13,NA
"394",2011,220,22520005,"Kent Park Lake",11,NA
"395",2011,130,22520005,"Kent Park Lake",3,NA
"396",2011,159,22520005,"Kent Park Lake",8,NA
"397",2011,159,22530001,"Central Park Lake",18,NA
"398",2011,130,22530001,"Central Park Lake",3,NA
"399",2011,195,22530001,"Central Park Lake",20,NA
"400",2011,256,22530001,"Central Park Lake",25,NA
"401",2011,243,22530001,"Central Park Lake",11,NA
"402",2011,228,22530001,"Central Park Lake",19,NA
"403",2005,157,22590001,"Williamson Pond Max Depth",22,NA
"404",2005,146,22590001,"Williamson Pond Max Depth",9,NA
"405",2005,133,22590001,"Williamson Pond Max Depth",21,NA
"406",2005,74,22590001,"Williamson Pond Max Depth",7,NA
"407",2005,195,22590001,"Williamson Pond Max Depth",48,NA
"408",2005,171,22590001,"Williamson Pond Max Depth",23,NA
"409",2005,210,22590001,"Williamson Pond Max Depth",58,NA
"410",2005,223,22590001,"Williamson Pond Max Depth",34,NA
"411",2005,235,22590001,"Williamson Pond Max Depth",21,NA
"412",2005,259,22590001,"Williamson Pond Max Depth",12,NA
"413",2005,272,22590001,"Williamson Pond Max Depth",16,NA
"414",2011,231,22600001,"Lake Pahoja",19,NA
"415",2011,262,22600001,"Lake Pahoja",11,NA
"416",2011,203,22600001,"Lake Pahoja",20,NA
"417",2011,180,22600001,"Lake Pahoja",2,NA
"418",2011,146,22600001,"Lake Pahoja",2,NA
"419",2002,224,22610001,"Badger Creek Lake Surface Grab (1)",16,NA
"420",2002,184,22610001,"Badger Creek Lake Surface Grab (1)",18,NA
"421",2002,122,22610001,"Badger Creek Lake Surface Grab (1)",8,NA
"422",2002,156,22610001,"Badger Creek Lake Surface Grab (1)",12,NA
"423",2002,107,22610001,"Badger Creek Lake Surface Grab (1)",6,NA
"424",2002,94,22610001,"Badger Creek Lake Surface Grab (1)",9,NA
"425",2002,79,22610001,"Badger Creek Lake Surface Grab (1)",4,NA
