year,lake_name,lake_id,lat,long,site_type,site_id,water_depth_m,trap_position,trap_depth_m,month,doy,duration_d,area_m2,volume_L,filter_g,volume_filtered_mL,dry_wt_g,ash_wt_g,TSS_mgL,ISS_mgL,VSS_mgL,data_flag
2019,North Twin,90,42.475117,-94.640317,deep,7,3.5,Bottom,2.5,June,163,15,0.002123,0.6472,0.1121,5,0.1171,0.1159,1000,760,240,
2019,North Twin,90,42.475117,-94.640317,deep,7,3.5,Top,1.5,June,163,15,0.002123,0.6472,0.1127,5,0.1158,0.1155,620,560,60,
2019,North Twin,90,42.47195,-94.640667,littoral,8,1.7,Bottom,1.2,June,163,15,0.002123,0.6472,0.1124,5,0.1265,0.1244,2820,2400,420,
2019,North Twin,90,42.47195,-94.640667,littoral,8,1.7,Bottom,1.2,June,163,15,0.002123,0.6472,0.1134,5,0.1273,0.1247,2780,2260,520,
2019,North Twin,90,42.47195,-94.640667,littoral,8,1.7,Top,0.7,June,163,15,0.002123,0.6472,0.1122,5,0.1133,0.1134,220,NA,NA,V
2019,North Twin,90,42.47195,-94.640667,littoral,8,1.7,Top,0.7,June,163,15,0.002123,0.6472,0.1149,5,0.1133,0.1134,NA,NA,NA,V
2019,Storm,113,42.612967,-95.202317,deep,23,1.7,Top,0.7,June,162,13,0.002123,0.6472,0.1194,5,0.1269,0.1256,1500,1240,260,
2019,Storm,113,42.612967,-95.202317,deep,23,1.7,Top,0.7,June,162,13,0.002123,0.6472,0.1191,5,0.1306,0.1288,2300,1940,360,
2019,Storm,113,42.612967,-95.202317,deep,23,1.7,Bottom,1.2,June,162,13,0.002123,0.6472,0.0947,5,0.1069,0.1051,2440,2080,360,
2019,Storm,113,42.612967,-95.202317,deep,23,1.7,Bottom,1.2,June,162,13,0.002123,0.6472,0.0935,5,0.1057,0.1045,2440,2200,240,
2019,Five Island,36,43.1545,-94.647983,deep,12,6.25,Bottom,3.75,June,170,15,0.002123,0.6472,0.2319,3,0.2463,0.2427,4800,3600,1200,
2019,Five Island,36,43.1545,-94.647983,deep,12,6.25,Bottom,3.75,June,170,15,0.002123,0.6472,0.2342,3,0.2495,0.2468,5100,4200,900,
2019,Five Island,36,43.1545,-94.647983,deep,12,6.25,Top,1.25,June,170,15,0.002123,0.6472,0.2322,3,0.2438,0.2407,3866.7,2833.3,1033.3,
2019,Five Island,36,43.1545,-94.647983,deep,12,6.25,Top,1.25,June,170,15,0.002123,0.6472,0.2262,3,0.2454,0.2418,6400,5200,1200,
2019,South Twin,406,42.45847,-94.6536,deep,10,1.4,Top,0.4,June,170,22,0.002123,0.6472,0.2339,3,0.3363,0.3125,34133.3,26200,7933.3,
2019,South Twin,406,42.457029,-94.654918,littoral,11,1,Bottom,0.7,June,170,22,0.002123,0.6472,0.2321,3,0.2703,0.2607,12733.3,9533.3,3200,M
2019,South Twin,406,42.45847,-94.6536,deep,10,1.4,Bottom,0.9,June,170,22,0.002123,0.6472,0.2332,1,0.2871,0.2763,53900,43100,10800,
2019,Five Island,36,43.158017,-94.642633,littoral,13,1.3,Top,0.5,June,170,15,0.002123,0.6472,0.2336,3,0.2506,0.2463,5666.7,4233.3,1433.3,
2019,Five Island,36,43.158017,-94.642633,littoral,13,1.3,Top,0.5,June,170,15,0.002123,0.6472,0.2311,3,0.2451,0.2415,4666.7,3466.7,1200,
2019,Five Island,36,43.158017,-94.642633,littoral,13,1.3,Bottom,0.9,June,170,15,0.002123,0.6472,0.2321,3,0.2524,0.2478,6766.7,5233.3,1533.3,
2019,Five Island,36,43.158017,-94.642633,littoral,13,1.3,Bottom,0.9,June,170,15,0.002123,0.6472,0.2309,3,0.251,0.2464,6700,5166.7,1533.3,
2019,Five Island,36,43.160267,-94.647017,littoral,14,1.2,Bottom,0.8,June,170,15,0.002123,0.6472,0.2302,3,0.2527,0.2472,7500,5666.7,1833.3,
2019,Five Island,36,43.160267,-94.647017,littoral,14,1.2,Bottom,0.8,June,170,15,0.002123,0.6472,0.2313,3,0.2552,0.2494,7966.7,6033.3,1933.3,
2019,Five Island,36,43.160267,-94.647017,littoral,14,1.2,Top,0.4,June,170,15,0.002123,0.6472,0.2313,3,0.2406,0.2383,3100,2333.3,766.7,
2019,Five Island,36,43.160267,-94.647017,littoral,14,1.2,Top,0.4,June,170,15,0.002123,0.6472,0.2328,3,0.248,0.2436,5066.7,3600,1466.7,
2019,Silver,105,43.44145,-95.335267,deep,19,2.8,Top,0.8,June,169,14,0.002123,0.6472,0.2353,3,0.2425,0.2394,2400,1366.7,1033.3,
2019,Silver,105,43.44145,-95.335267,deep,19,2.8,Top,0.8,June,169,14,0.002123,0.6472,0.2357,3,0.2398,0.2384,1366.7,900,466.7,
2019,Silver,105,43.44145,-95.335267,deep,19,2.8,Bottom,1.8,June,169,14,0.002123,0.6472,0.233,3,0.2376,0.2362,1533.3,1066.7,466.7,
2019,Silver,105,43.44145,-95.335267,deep,19,2.8,Bottom,1.8,June,169,14,0.002123,0.6472,0.2315,3,0.2371,0.2357,1866.7,1400,466.7,
2019,Silver,105,43.44865,-95.342033,littoral,21,2,Top,0.8,June,169,14,0.002123,0.6472,0.2332,3,0.2352,0.2344,666.7,400,266.7,
2019,Silver,105,43.44865,-95.342033,littoral,21,2,Bottom,1.4,June,169,14,0.002123,0.6472,0.2343,3,0.2423,0.24,2666.7,1900,766.7,
2019,Silver,105,43.446283,-95.3469,littoral,20,2,Top,0.8,June,169,14,0.002123,0.6472,0.2325,3,0.2425,0.2401,3333.3,2533.3,800,
2019,Silver,105,43.446283,-95.3469,littoral,20,2,Bottom,1.4,June,169,14,0.002123,0.6472,0.2339,1,0.2365,0.2357,2600,1800,800,
2019,Silver,105,43.446283,-95.3469,littoral,20,2,Top,0.8,June,169,14,0.002123,0.6472,0.2315,3,0.2415,0.2391,3333.3,2533.3,800,
2019,Silver,105,43.446283,-95.3469,littoral,20,2,Bottom,1.4,June,169,14,0.002123,0.6472,0.2298,1,0.2347,0.2335,4900,3700,1200,
2019,Center,19,43.412517,-95.135778,deep,16,4.5,Bottom,2.7,June,169,14,0.002123,0.6472,0.2307,3,0.2309,0.2308,66.7,33.3,33.3,
2019,Center,19,43.412517,-95.135778,deep,16,4.5,Bottom,2.7,June,169,14,0.002123,0.6472,0.233,3,0.2336,0.2327,200,NA,NA,V
2019,Center,19,43.412517,-95.135778,deep,16,4.5,Top,0.9,June,169,14,0.002123,0.6472,0.2323,3,0.2341,0.2334,600,366.7,233.3,
2019,Center,19,43.412517,-95.135778,deep,16,4.5,Top,0.9,June,169,14,0.002123,0.6472,0.2322,3,0.2326,0.2318,133.3,NA,NA,V
2019,Center,19,43.410817,-95.141683,littoral,18,3.4,Bottom,2.4,June,169,14,0.002123,0.6472,0.233,3,0.2346,0.2335,533.3,166.7,366.7,
2019,Center,19,43.410817,-95.141683,littoral,18,3.4,Top,1.4,June,169,14,0.002123,0.6472,0.231,3,0.2328,0.2313,600,100,500,
2019,Center,19,43.410817,-95.141683,littoral,18,3.4,Top,1.4,June,169,14,0.002123,0.6472,0.2318,3,0.2339,0.233,700,400,300,
2019,Center,19,43.410817,-95.141683,littoral,18,3.4,Bottom,2.4,June,169,14,0.002123,0.6472,0.2336,3,0.2357,0.2348,700,400,300,
2019,Center,19,43.410967,-95.14205,littoral,17,1.5,Bottom,1,June,169,14,0.002123,0.6472,0.2332,3,0.2347,0.2331,500,NA,NA,V
2019,Center,19,43.410967,-95.14205,littoral,17,1.5,Bottom,1,June,169,14,0.002123,0.6472,0.2317,3,0.2328,0.2319,366.7,66.7,300,
2019,Center,19,43.410967,-95.14205,littoral,17,1.5,Top,0.5,June,169,14,0.002123,0.6472,0.2321,3,0.2336,0.2312,500,NA,NA,V
2019,Storm,113,42.611717,-95.19315,littoral,24,1.4,Top,0.4,June,162,13,0.002123,0.6472,0.1138,5,0.1449,0.1417,6220,5580,640,M
2019,Storm,113,42.611717,-95.19315,littoral,24,1.4,Top,0.4,June,162,13,0.002123,0.6472,0.1156,5,0.1486,0.1444,6600,5760,840,M
2019,Center,19,43.410967,-95.14205,littoral,17,1.5,Top,0.5,June,169,14,0.002123,0.6472,0.1147,3,0.1154,0.1151,233.3,133.3,100,
