badNames,Lake,DATE,TIME,Depth (m),Temperature (Deg C),pH,DO (% Saturation),DO (mg/L),Specific Conductivity (uS/cm),Turbidity (NTU),TDS (mg/L)
(89) Nine Eagles Lake (Decatur),Nine Eagles Lake,8/27/2019,8:35:00 AM,4,21.14,7.53,20.04,1.77,197.61,1.36,128.33
(89) Nine Eagles Lake (Decatur),Nine Eagles Lake,8/27/2019,8:35:00 AM,4.5,17.18,7.48,8.78,0.84,225.91,6.66,146.92
(89) Nine Eagles Lake (Decatur),Nine Eagles Lake,8/27/2019,8:35:00 AM,5,14.95,7.31,5.83,0.59,232.16,10.94,150.71
(89) Nine Eagles Lake (Decatur),Nine Eagles Lake,8/27/2019,8:35:00 AM,5.5,13.22,7.11,3.62,0.38,237.92,9.66,154.8
(89) Nine Eagles Lake (Decatur),Nine Eagles Lake,8/27/2019,8:35:00 AM,6,12.25,7.02,2.54,0.27,238.79,8.29,155.15
(89) Nine Eagles Lake (Decatur),Nine Eagles Lake,8/27/2019,8:35:00 AM,6.5,11.23,6.92,2.13,0.23,245.85,7.69,159.73
(89) Nine Eagles Lake (Decatur),Nine Eagles Lake,8/27/2019,8:35:00 AM,7,10.82,6.86,1.83,0.2,259.64,7.29,168.79
(89) Nine Eagles Lake (Decatur),Nine Eagles Lake,8/27/2019,8:35:00 AM,7.5,10.55,6.83,1.63,0.18,270.98,7.44,176.08
(89) Nine Eagles Lake (Decatur),Nine Eagles Lake,8/27/2019,8:35:00 AM,8,10.2,6.81,1.5,0.17,282.12,8.85,183.17
(90) North Twin Lake (Calhoun),North Twin Lake,8/20/2019,10:47:00 AM,0,24.5,8.62,101.18,8.44,415.86,10.47,270.4
(90) North Twin Lake (Calhoun),North Twin Lake,8/20/2019,10:47:00 AM,0.5,24.73,8.63,101.58,8.43,413.76,11.5,268.8
(90) North Twin Lake (Calhoun),North Twin Lake,8/20/2019,10:47:00 AM,1,24.74,8.63,100.18,8.31,412.83,12.45,268
(90) North Twin Lake (Calhoun),North Twin Lake,8/20/2019,10:47:00 AM,1.5,24.59,8.62,97.62,8.12,412.47,12.97,268
(90) North Twin Lake (Calhoun),North Twin Lake,8/20/2019,10:47:00 AM,2,24.5,8.61,95.48,7.96,412.31,13.54,268
(90) North Twin Lake (Calhoun),North Twin Lake,8/20/2019,10:47:00 AM,2.5,24.44,8.59,93.07,7.77,412.5,13.81,268
(90) North Twin Lake (Calhoun),North Twin Lake,8/20/2019,10:47:00 AM,3,24.39,8.58,92.1,7.68,412.6,14.17,268
(91) Oldham Lake (Monona),Oldham Lake,8/19/2019,1:18:00 PM,0,25.03,7.99,94.44,7.79,437.99,8.28,284.71
(91) Oldham Lake (Monona),Oldham Lake,8/19/2019,1:18:00 PM,0.5,24.71,7.97,89.24,7.4,437.36,2.91,284.29
(91) Oldham Lake (Monona),Oldham Lake,8/19/2019,1:18:00 PM,1,24.28,7.96,88.28,7.38,436.86,1.67,284
(91) Oldham Lake (Monona),Oldham Lake,8/19/2019,1:18:00 PM,1.5,23.87,7.95,86.13,7.26,438.6,1.95,285.14
(91) Oldham Lake (Monona),Oldham Lake,8/19/2019,1:18:00 PM,2,23.64,7.85,75.66,6.4,441.29,2.31,286.89
(91) Oldham Lake (Monona),Oldham Lake,8/19/2019,1:18:00 PM,2.5,23.39,7.62,48.45,4.12,448.41,2.27,291.38
(91) Oldham Lake (Monona),Oldham Lake,8/19/2019,1:18:00 PM,3,23.06,7.48,34.12,2.92,503.06,2.98,326.8
(91) Oldham Lake (Monona),Oldham Lake,8/19/2019,1:18:00 PM,3.5,21.22,7.3,21.39,1.88,551.2,6.61,358
(91) Oldham Lake (Monona),Oldham Lake,8/19/2019,1:18:00 PM,4,19.83,7.19,11.79,1.07,585.91,11.14,380.78
(91) Oldham Lake (Monona),Oldham Lake,8/19/2019,1:18:00 PM,4.5,18.1,7.03,9.47,0.89,625.02,11.55,406.17
(91) Oldham Lake (Monona),Oldham Lake,8/19/2019,1:18:00 PM,5,17.36,6.97,7.48,0.72,645.15,11.97,419.33
(92) Otter Creek Lake (Tama),Otter Creek Lake,9/15/2019,10:40:00 AM,0,22.48,7.45,81.27,7.04,288.49,15.8,187.43
(92) Otter Creek Lake (Tama),Otter Creek Lake,9/15/2019,10:40:00 AM,0.5,22.5,7.47,75.62,6.54,312.34,13.61,203
(92) Otter Creek Lake (Tama),Otter Creek Lake,9/15/2019,10:40:00 AM,1,22.36,7.48,73.1,6.34,312.2,13.55,203
(92) Otter Creek Lake (Tama),Otter Creek Lake,9/15/2019,10:40:00 AM,1.5,22.05,7.49,68.4,5.97,312.47,13.04,203
(92) Otter Creek Lake (Tama),Otter Creek Lake,9/15/2019,10:40:00 AM,2,21.94,7.5,66.58,5.83,312.33,13,203
(92) Otter Creek Lake (Tama),Otter Creek Lake,9/15/2019,10:40:00 AM,2.5,21.94,7.5,66.1,5.78,312.2,13.15,203
(92) Otter Creek Lake (Tama),Otter Creek Lake,9/15/2019,10:40:00 AM,3,21.9,7.5,65.38,5.72,312.2,13.33,203
(92) Otter Creek Lake (Tama),Otter Creek Lake,9/15/2019,10:40:00 AM,3.5,21.89,7.5,64.5,5.65,312.25,13.87,203
(92) Otter Creek Lake (Tama),Otter Creek Lake,9/15/2019,10:40:00 AM,4,21.86,7.5,61.13,5.36,312.6,14.13,203.25
(92) Otter Creek Lake (Tama),Otter Creek Lake,9/15/2019,10:40:00 AM,4.5,21.75,7.35,45.88,4.02,315.98,13.86,205.33
(92) Otter Creek Lake (Tama),Otter Creek Lake,9/15/2019,10:40:00 AM,5,20.92,7.16,27.76,2.46,357.24,12.86,232.2
(92) Otter Creek Lake (Tama),Otter Creek Lake,9/15/2019,10:40:00 AM,5.5,19.28,6.98,18.92,1.74,457.5,11.32,297.2
(92) Otter Creek Lake (Tama),Otter Creek Lake,9/15/2019,10:40:00 AM,6,17.67,6.8,12,1.13,568.82,10.15,369.6
(92) Otter Creek Lake (Tama),Otter Creek Lake,9/15/2019,10:40:00 AM,6.5,16.72,6.73,10.4,1.01,606.5,10.74,394
(93) Ottumwa Lagoon (Wapello),Ottumwa Lagoon,8/28/2019,10:24:00 AM,0,22.14,7.61,102.31,8.92,467.29,20.84,303.64
(93) Ottumwa Lagoon (Wapello),Ottumwa Lagoon,8/28/2019,10:24:00 AM,0.5,22.01,7.59,97.59,8.52,575.86,34.47,374.33
(94) Pierce Creek Pond (Page),Pierce Creek Pond,9/9/2019,12:00:00 PM,0,24.09,7.62,89.39,7.49,186.8,11.61,121.38
(94) Pierce Creek Pond (Page),Pierce Creek Pond,9/9/2019,12:00:00 PM,0.5,23.37,7.69,73.52,6.26,296.52,12.75,192.82
(94) Pierce Creek Pond (Page),Pierce Creek Pond,9/9/2019,12:00:00 PM,1,23.31,7.68,65.08,5.55,297.17,10.99,193
(94) Pierce Creek Pond (Page),Pierce Creek Pond,9/9/2019,12:00:00 PM,1.5,23.2,7.66,59.15,5.05,298.22,11.69,193.67
(94) Pierce Creek Pond (Page),Pierce Creek Pond,9/9/2019,12:00:00 PM,2,22.83,7.5,35.07,3.01,306.34,13.1,199.14
(94) Pierce Creek Pond (Page),Pierce Creek Pond,9/9/2019,12:00:00 PM,2.5,22.34,7.4,19.4,1.69,323.5,14.37,210.17
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,0,22.67,8.29,115.58,9.98,344.28,3.56,224
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,0.5,22.67,8.31,115.88,10,344.38,3.53,224
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,1,22.65,8.31,113.5,9.8,344.81,3.75,224
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,1.5,22.48,8.13,96.64,8.36,347.33,4.3,225.82
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,2,22.3,8.04,82.09,7.13,349.91,4.79,227.45
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,2.5,22.2,8,78.96,6.87,350.42,4.97,228
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,3,22.14,7.96,74.63,6.5,350.7,4.88,228
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,3.5,22.09,7.93,69.73,6.08,351.03,5,228
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,4,22.01,7.88,66.09,5.77,351.37,5.25,228
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,4.5,21.93,7.84,62.58,5.48,351.62,5.15,229
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,5,21.8,7.79,59.15,5.19,352.13,4.74,229
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,5.5,21.68,7.72,51.11,4.49,352.94,4.41,229.3
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,6,21.6,7.67,45.26,3.98,353.36,4.39,230
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,6.5,21.45,7.58,31.84,2.81,354.3,3.97,230.14
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,7,20.21,7.38,14.25,1.28,364.47,4.41,236.92
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,7.5,18.23,7.35,9.18,0.86,385.77,5.87,250.73
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,8,16.46,7.33,5.52,0.54,400.19,7.15,260.17
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,8.5,14.93,7.34,3.7,0.37,402,7.67,261.33
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,9,14.07,7.35,2.74,0.28,398.53,8.05,259
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,9.5,13.36,7.34,2.22,0.23,400.51,8.15,260.33
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,10,12.83,7.33,1.97,0.21,402.95,7.84,262
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,10.5,12.58,7.31,1.8,0.19,403.94,7.52,262.6
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,11,12.36,7.3,1.63,0.17,404.55,7.18,263
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,11.5,12.06,7.26,1.39,0.15,405.76,6.62,263.88
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,12,11.86,7.22,1.24,0.13,405.9,6.43,264
(95) Pleasant Creek Lake (Linn),Pleasant Creek Lake,9/16/2019,8:05:00 AM,12.5,11.69,7.17,0.89,0.1,407.48,5.61,264.82
(96) Poll Miller Park Lake (Lee),Poll Miller Park Lake,8/26/2019,10:40:00 AM,0,24.26,8.27,92.93,7.79,276.1,1.36,179.67
(96) Poll Miller Park Lake (Lee),Poll Miller Park Lake,8/26/2019,10:40:00 AM,0.5,24.28,8.2,90.05,7.54,275.55,2.1,179
(96) Poll Miller Park Lake (Lee),Poll Miller Park Lake,8/26/2019,10:40:00 AM,1,24.28,8.16,88.16,7.38,275.49,2.93,179
(96) Poll Miller Park Lake (Lee),Poll Miller Park Lake,8/26/2019,10:40:00 AM,1.5,24.28,8.13,86.58,7.25,275.38,2.92,179
(96) Poll Miller Park Lake (Lee),Poll Miller Park Lake,8/26/2019,10:40:00 AM,2,24.26,8.12,85.9,7.2,275.25,2.85,179
(96) Poll Miller Park Lake (Lee),Poll Miller Park Lake,8/26/2019,10:40:00 AM,2.5,24.22,8.08,85.36,7.15,275.15,2.78,179
(96) Poll Miller Park Lake (Lee),Poll Miller Park Lake,8/26/2019,10:40:00 AM,3,24.22,8.05,85.12,7.13,275.08,2.92,179
(96) Poll Miller Park Lake (Lee),Poll Miller Park Lake,8/26/2019,10:40:00 AM,3.5,24.15,7.99,82.85,6.95,274.73,5.59,178.67
(96) Poll Miller Park Lake (Lee),Poll Miller Park Lake,8/26/2019,10:40:00 AM,4,21.81,7.78,65.77,5.74,287.93,12.73,187.17
(96) Poll Miller Park Lake (Lee),Poll Miller Park Lake,8/26/2019,10:40:00 AM,4.5,19.01,7.56,37.12,3.41,314.72,18.14,204.5
(96) Poll Miller Park Lake (Lee),Poll Miller Park Lake,8/26/2019,10:40:00 AM,5,15.56,7.42,16.53,1.63,354,17.36,230
(96) Poll Miller Park Lake (Lee),Poll Miller Park Lake,8/26/2019,10:40:00 AM,5.5,13.26,7.27,10.03,1.05,382.06,15.87,248.29
(96) Poll Miller Park Lake (Lee),Poll Miller Park Lake,8/26/2019,10:40:00 AM,6,11.73,7.21,8.15,0.88,399.07,15.04,259.33
(96) Poll Miller Park Lake (Lee),Poll Miller Park Lake,8/26/2019,10:40:00 AM,6.5,11.08,7.12,6.48,0.71,401.23,15.01,260.83
(96) Poll Miller Park Lake (Lee),Poll Miller Park Lake,8/26/2019,10:40:00 AM,7,10.41,7,4.81,0.54,408.06,14.62,265.29
(96) Poll Miller Park Lake (Lee),Poll Miller Park Lake,8/26/2019,10:40:00 AM,7.5,9.78,6.77,3.87,0.44,424.43,13.11,275.83
(97) Prairie Rose Lake (Shelby),Prairie Rose Lake,9/10/2019,8:48:00 AM,0,22.15,7.72,56.21,4.9,257.5,7.36,167.14
(97) Prairie Rose Lake (Shelby),Prairie Rose Lake,9/10/2019,8:48:00 AM,0.5,22.19,7.71,54.07,4.71,279.13,5.23,181
(97) Prairie Rose Lake (Shelby),Prairie Rose Lake,9/10/2019,8:48:00 AM,1,22.22,7.69,52.44,4.56,279.06,1.49,181
(97) Prairie Rose Lake (Shelby),Prairie Rose Lake,9/10/2019,8:48:00 AM,1.5,22.22,7.68,51.26,4.46,279.11,1.48,181
(97) Prairie Rose Lake (Shelby),Prairie Rose Lake,9/10/2019,8:48:00 AM,2,22.22,7.67,50.67,4.41,279.2,1.47,181
(97) Prairie Rose Lake (Shelby),Prairie Rose Lake,9/10/2019,8:48:00 AM,2.5,22.22,7.67,50.25,4.37,279.15,1.46,181
(97) Prairie Rose Lake (Shelby),Prairie Rose Lake,9/10/2019,8:48:00 AM,3,22.22,7.67,49.91,4.34,279.1,1.46,181
(97) Prairie Rose Lake (Shelby),Prairie Rose Lake,9/10/2019,8:48:00 AM,3.5,22.26,7.66,49.67,4.32,279.04,1.4,181
(97) Prairie Rose Lake (Shelby),Prairie Rose Lake,9/10/2019,8:48:00 AM,4,22.22,7.66,49.49,4.3,278.8,1.34,181
(97) Prairie Rose Lake (Shelby),Prairie Rose Lake,9/10/2019,8:48:00 AM,4.5,22.22,7.66,49.35,4.29,278.83,1.36,181
(97) Prairie Rose Lake (Shelby),Prairie Rose Lake,9/10/2019,8:48:00 AM,5,22.22,7.65,47.73,4.15,280.09,1.34,182
(97) Prairie Rose Lake (Shelby),Prairie Rose Lake,9/10/2019,8:48:00 AM,5.5,21.44,7.43,33.46,2.94,351.58,4.76,228.56
(97) Prairie Rose Lake (Shelby),Prairie Rose Lake,9/10/2019,8:48:00 AM,6,19.58,7.19,19.72,1.8,482.8,12.22,313.8
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,0,23.52,7.66,72.78,6.18,172.61,11.72,112.44
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,0.5,23.59,7.63,68.43,5.8,214.8,10.13,140
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,1,23.61,7.63,67.53,5.72,214.7,10.12,140
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,1.5,23.61,7.62,66.6,5.65,214.7,10.17,140
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,2,23.56,7.61,65.67,5.57,214.7,10.21,140
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,2.5,23.54,7.6,64.92,5.51,214.63,10.08,139.67
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,3,23.5,7.6,64.36,5.47,214.55,10.11,139
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,3.5,23.5,7.59,63.98,5.43,214.5,10.24,139
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,4,23.5,7.59,63.72,5.41,214.5,10.28,139
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,4.5,23.5,7.58,63.48,5.39,214.6,10.25,139
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,5,23.5,7.58,63.3,5.38,214.6,10.37,139
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,5.5,23.5,7.58,63.14,5.36,214.6,10.44,139
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,6,23.5,7.57,62.96,5.35,214.6,10.31,139
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,6.5,23.5,7.57,62.83,5.34,214.6,10.22,139
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,7,23.5,7.57,62.74,5.33,214.6,10.28,139
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,7.5,23.5,7.57,62.7,5.33,214.57,10.37,139
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,8,23.5,7.57,62.79,5.33,214.5,10.33,139
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,8.5,23.5,7.57,62.73,5.33,214.52,10.26,139
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,9,23.5,7.57,62.39,5.3,214.64,10.27,139.63
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,9.5,23.5,7.56,61.9,5.26,214.77,10.32,140
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,10,23.5,7.56,61.45,5.22,214.88,10.5,140
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,10.5,23.44,7.56,60.8,5.17,215,10.77,140
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,11,23.42,7.55,56.18,4.78,215.38,11.6,140
(98) Rathbun Reservoir (Appanoose),Rathbun Reservoir,8/29/2019,12:17:00 PM,11.5,23.32,7.53,50.43,4.3,216.28,13.01,140.75
(99) Red Haw Lake (Lucas),Red Haw Lake,8/28/2019,2:40:00 PM,0,23.97,7.7,97.26,8.19,188.22,2.12,122.44
(99) Red Haw Lake (Lucas),Red Haw Lake,8/28/2019,2:40:00 PM,0.5,24.06,7.65,95.78,8.05,196.64,2.19,128
(99) Red Haw Lake (Lucas),Red Haw Lake,8/28/2019,2:40:00 PM,1,23.92,7.64,94.21,7.94,196.7,2.31,128
(99) Red Haw Lake (Lucas),Red Haw Lake,8/28/2019,2:40:00 PM,1.5,23.64,7.63,91.1,7.71,196.6,2.46,128
(99) Red Haw Lake (Lucas),Red Haw Lake,8/28/2019,2:40:00 PM,2,23.36,7.61,87.72,7.47,196.47,2.51,128
(99) Red Haw Lake (Lucas),Red Haw Lake,8/28/2019,2:40:00 PM,2.5,23.17,7.58,86.63,7.4,196.32,2.49,128
(99) Red Haw Lake (Lucas),Red Haw Lake,8/28/2019,2:40:00 PM,3,23.07,7.55,83.94,7.18,196.3,2.49,128
(99) Red Haw Lake (Lucas),Red Haw Lake,8/28/2019,2:40:00 PM,3.5,22.91,7.38,69.68,5.98,196.96,4.1,128.2
(99) Red Haw Lake (Lucas),Red Haw Lake,8/28/2019,2:40:00 PM,4,21.08,7.14,41.57,3.67,207.27,7.91,134.56
(99) Red Haw Lake (Lucas),Red Haw Lake,8/28/2019,2:40:00 PM,4.5,17.56,7,24.49,2.33,232.61,8.5,151.14
(99) Red Haw Lake (Lucas),Red Haw Lake,8/28/2019,2:40:00 PM,5,16.08,6.97,16.88,1.66,243.85,6.24,158.33
(99) Red Haw Lake (Lucas),Red Haw Lake,8/28/2019,2:40:00 PM,5.5,14.5,6.95,14.56,1.48,250.81,5.14,163
(99) Red Haw Lake (Lucas),Red Haw Lake,8/28/2019,2:40:00 PM,6,14.03,6.92,12.17,1.25,252.96,4.72,164.43
(99) Red Haw Lake (Lucas),Red Haw Lake,8/28/2019,2:40:00 PM,6.5,13.63,6.9,9.96,1.03,257.84,4.37,167.6
(99) Red Haw Lake (Lucas),Red Haw Lake,8/28/2019,2:40:00 PM,7,12.99,6.88,8.39,0.88,268.33,3.98,174.43
(99) Red Haw Lake (Lucas),Red Haw Lake,8/28/2019,2:40:00 PM,7.5,12.4,6.85,7.24,0.77,280.08,3.79,182.2
(99) Red Haw Lake (Lucas),Red Haw Lake,8/28/2019,2:40:00 PM,8,12.06,6.82,6.5,0.7,288.94,3.79,188
(99) Red Haw Lake (Lucas),Red Haw Lake,8/28/2019,2:40:00 PM,8.5,11.72,6.78,5.85,0.64,298.83,3.8,194.17
(99) Red Haw Lake (Lucas),Red Haw Lake,8/28/2019,2:40:00 PM,9,11.36,6.72,5.06,0.55,351.05,8.95,228.27
(101) Roberts Creek Lake (Marion),Roberts Creek Lake,9/17/2019,7:12:00 AM,0,23.33,7.95,65.8,5.61,371.9,11.34,242
(101) Roberts Creek Lake (Marion),Roberts Creek Lake,9/17/2019,7:12:00 AM,0.5,23.33,7.84,56.84,4.84,371.9,14.24,242
(101) Roberts Creek Lake (Marion),Roberts Creek Lake,9/17/2019,7:12:00 AM,1,23.33,7.75,50.58,4.31,371.83,17.53,242
(101) Roberts Creek Lake (Marion),Roberts Creek Lake,9/17/2019,7:12:00 AM,1.5,23.33,7.72,43.79,3.73,372.03,17.92,242
(101) Roberts Creek Lake (Marion),Roberts Creek Lake,9/17/2019,7:12:00 AM,2,23.33,7.7,37.93,3.23,372.8,18.41,242.29
(101) Roberts Creek Lake (Marion),Roberts Creek Lake,9/17/2019,7:12:00 AM,2.5,23.29,7.66,32.4,2.76,374.06,19.21,243.13
(101) Roberts Creek Lake (Marion),Roberts Creek Lake,9/17/2019,7:12:00 AM,3,23.22,7.61,22.52,1.92,376.5,21.31,244.7
(101) Roberts Creek Lake (Marion),Roberts Creek Lake,9/17/2019,7:12:00 AM,3.5,23.17,7.56,14.21,1.21,379.26,22.47,246.56
(101) Roberts Creek Lake (Marion),Roberts Creek Lake,9/17/2019,7:12:00 AM,4,23.17,7.52,11.36,0.97,380.22,23.09,247
(101) Roberts Creek Lake (Marion),Roberts Creek Lake,9/17/2019,7:12:00 AM,4.5,23.12,7.49,8.45,0.72,380.53,24.42,247
(101) Roberts Creek Lake (Marion),Roberts Creek Lake,9/17/2019,7:12:00 AM,5,23.11,7.48,6.9,0.59,380.82,24.97,247.6
(102) Rock Creek Lake (Jasper),Rock Creek Lake,9/18/2019,9:03:00 AM,0,24.28,8.65,105.63,8.84,306.23,8.36,199
(102) Rock Creek Lake (Jasper),Rock Creek Lake,9/18/2019,9:03:00 AM,0.5,24.28,8.65,107.67,9.01,306.39,10.42,199
(102) Rock Creek Lake (Jasper),Rock Creek Lake,9/18/2019,9:03:00 AM,1,24.28,8.65,109.41,9.15,306.8,10.9,199.29
(102) Rock Creek Lake (Jasper),Rock Creek Lake,9/18/2019,9:03:00 AM,1.5,24.21,8.56,100.71,8.44,308.43,11.14,200.43
(102) Rock Creek Lake (Jasper),Rock Creek Lake,9/18/2019,9:03:00 AM,2,23.93,8.35,78.87,6.64,312.71,11.63,203.22
(102) Rock Creek Lake (Jasper),Rock Creek Lake,9/18/2019,9:03:00 AM,2.5,23.63,8.22,61.8,5.23,317.04,12.03,206
(102) Rock Creek Lake (Jasper),Rock Creek Lake,9/18/2019,9:03:00 AM,3,23.42,8.08,49.51,4.21,319.1,12.44,207.38
(102) Rock Creek Lake (Jasper),Rock Creek Lake,9/18/2019,9:03:00 AM,3.5,23.17,7.97,34.01,2.91,321.3,13.2,208.86
(102) Rock Creek Lake (Jasper),Rock Creek Lake,9/18/2019,9:03:00 AM,4,22.94,7.87,20.43,1.75,324.31,14.48,210.71
(103) Rodgers Park Lake (Benton),Rodgers Park Lake,9/25/2019,8:47:00 AM,0,21.81,7.9,72.52,6.36,288.04,22.48,187.22
(103) Rodgers Park Lake (Benton),Rodgers Park Lake,9/25/2019,8:47:00 AM,0.5,22.03,7.91,65.05,5.68,337.88,21.74,219.63
(103) Rodgers Park Lake (Benton),Rodgers Park Lake,9/25/2019,8:47:00 AM,1,22.15,7.92,62.93,5.49,337.38,25.43,219
(103) Rodgers Park Lake (Benton),Rodgers Park Lake,9/25/2019,8:47:00 AM,1.5,22.17,7.93,60.11,5.23,337.55,36.37,219
(103) Rodgers Park Lake (Benton),Rodgers Park Lake,9/25/2019,8:47:00 AM,2,22.17,7.94,57.96,5.05,337.7,22.6,219.75
(103) Rodgers Park Lake (Benton),Rodgers Park Lake,9/25/2019,8:47:00 AM,2.5,22.17,7.95,56.57,4.92,337.7,29.59,220
(103) Rodgers Park Lake (Benton),Rodgers Park Lake,9/25/2019,8:47:00 AM,3,22.17,7.96,55.6,4.84,337.81,20.68,220
(103) Rodgers Park Lake (Benton),Rodgers Park Lake,9/25/2019,8:47:00 AM,3.5,22.02,7.74,43.3,3.78,342.84,14.1,223
(103) Rodgers Park Lake (Benton),Rodgers Park Lake,9/25/2019,8:47:00 AM,4,20.58,7.36,28.9,2.59,367.1,17.64,238.5
(105) Silver Lake (Dickinson),Silver Lake Dickinson,9/4/2019,9:10:00 AM,0,20.69,8.26,85.92,7.7,512.58,7.73,333
(105) Silver Lake (Dickinson),Silver Lake Dickinson,9/4/2019,9:10:00 AM,0.5,20.76,8.28,82.71,7.4,513.49,8.29,333.75
(105) Silver Lake (Dickinson),Silver Lake Dickinson,9/4/2019,9:10:00 AM,1,20.78,8.29,77.66,6.94,515.11,9.66,334.88
(105) Silver Lake (Dickinson),Silver Lake Dickinson,9/4/2019,9:10:00 AM,1.5,20.74,8.3,76.29,6.82,516.05,9.67,335.25
(105) Silver Lake (Dickinson),Silver Lake Dickinson,9/4/2019,9:10:00 AM,2,20.72,8.3,73.25,6.56,516.56,148.41,336
(107) Silver Lake (Delaware),Silver Lake Delaware,9/23/2019,8:15:00 AM,0,21.56,7.88,62.29,5.49,265.37,4.5,172.43
(107) Silver Lake (Delaware),Silver Lake Delaware,9/23/2019,8:15:00 AM,0.5,21.56,7.87,58.53,5.16,264.94,4.31,172
(107) Silver Lake (Delaware),Silver Lake Delaware,9/23/2019,8:15:00 AM,1,21.61,7.85,54.04,4.76,264.8,4.28,172
(107) Silver Lake (Delaware),Silver Lake Delaware,9/23/2019,8:15:00 AM,1.5,21.61,7.82,51.9,4.57,265.06,4.34,172
(107) Silver Lake (Delaware),Silver Lake Delaware,9/23/2019,8:15:00 AM,2,21.61,7.79,49.35,4.34,265.44,4.19,172.8
