facilityID,siteID,name,county,huc8,type,aquifer,latitude,longitude,sampleDate,projectCode,cas_rn,analyte,fraction,relDepth,result,unit,detect,detectLimit,quantFlag,quantLimit,method,colMethod,resultType,matrix,medium,qualFlag,remark
6,10120001,Shell Rock River at Shell Rock,Butler,7080202,River/Stream,,42.7115435,-92.5814295,5/25/2004 12:55,TMDL,TSS,Total suspended solids,NonFilt,,150,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10120001,Shell Rock River at Shell Rock,Butler,7080202,River/Stream,,42.7115435,-92.5814295,5/22/2004 23:26,TMDL,TSS,Total suspended solids,NonFilt,,840,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10120001,Shell Rock River at Shell Rock,Butler,7080202,River/Stream,,42.7115435,-92.5814295,7/8/2004 1:40,TMDL,TSS,Total suspended solids,NonFilt,,87,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10120001,Shell Rock River at Shell Rock,Butler,7080202,River/Stream,,42.7115435,-92.5814295,7/8/2004 12:41,TMDL,TSS,Total suspended solids,NonFilt,,57,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10120001,Shell Rock River at Shell Rock,Butler,7080202,River/Stream,,42.7115435,-92.5814295,7/7/2004 12:25,TMDL,TSS,Total suspended solids,NonFilt,,210,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10120001,Shell Rock River at Shell Rock,Butler,7080202,River/Stream,,42.7115435,-92.5814295,9/17/2004 13:25,TMDL,TSS,Total suspended solids,NonFilt,,170,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10120001,Shell Rock River at Shell Rock,Butler,7080202,River/Stream,,42.7115435,-92.5814295,9/18/2004 13:46,TMDL,TSS,Total suspended solids,NonFilt,,50,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10170002,Winnebago River Upstream of Mason City (US1),Cerro Gordo,7080203,River/Stream,,43.1928869,-93.2104638,9/15/2004 15:10,TMDL,TSS,Total suspended solids,NonFilt,,310,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10170002,Winnebago River Upstream of Mason City (US1),Cerro Gordo,7080203,River/Stream,,43.1928869,-93.2104638,9/16/2004 5:10,TMDL,TSS,Total suspended solids,NonFilt,,120,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10170002,Winnebago River Upstream of Mason City (US1),Cerro Gordo,7080203,River/Stream,,43.1928869,-93.2104638,8/5/2004 9:52,TMDL,TSS,Total suspended solids,NonFilt,,61,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10170002,Winnebago River Upstream of Mason City (US1),Cerro Gordo,7080203,River/Stream,,43.1928869,-93.2104638,7/6/2004 5:40,TMDL,TSS,Total suspended solids,NonFilt,,410,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10170002,Winnebago River Upstream of Mason City (US1),Cerro Gordo,7080203,River/Stream,,43.1928869,-93.2104638,7/6/2004 12:40,TMDL,TSS,Total suspended solids,NonFilt,,520,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10170002,Winnebago River Upstream of Mason City (US1),Cerro Gordo,7080203,River/Stream,,43.1928869,-93.2104638,5/21/2004 9:00,TMDL,TSS,Total suspended solids,NonFilt,,280,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10170002,Winnebago River Upstream of Mason City (US1),Cerro Gordo,7080203,River/Stream,,43.1928869,-93.2104638,5/24/2004 14:00,TMDL,TSS,Total suspended solids,NonFilt,,170,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10170002,Winnebago River Upstream of Mason City (US1),Cerro Gordo,7080203,River/Stream,,43.1928869,-93.2104638,6/27/2003 12:30,TMDL,TSS,Total suspended solids,NonFilt,,97,mg/l,TRUE,1,,,I3765,UHL002,Actual,SW,Water,,
6,10170002,Winnebago River Upstream of Mason City (US1),Cerro Gordo,7080203,River/Stream,,43.1928869,-93.2104638,6/25/2003 19:39,TMDL,TSS,Total suspended solids,NonFilt,,190,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10170002,Winnebago River Upstream of Mason City (US1),Cerro Gordo,7080203,River/Stream,,43.1928869,-93.2104638,5/7/2003 13:00,TMDL,TSS,Total suspended solids,NonFilt,,86,mg/l,TRUE,1,,,I3765,UHL002,Actual,SW,Water,,
6,10250001,South Raccoon River near Redfield,Dallas,7100007,River/Stream,,41.5797396,-94.1829173,4/29/2005 10:00,TMDL,TFSS,Fixed suspended solids,NonFilt,,88,mg/l,TRUE,1,,,160.4,UHL001,Calculated,SW,Water,,
6,10250001,South Raccoon River near Redfield,Dallas,7100007,River/Stream,,41.5797396,-94.1829173,4/29/2005 10:00,TMDL,TSS,Total suspended solids,NonFilt,,98,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
6,10250001,South Raccoon River near Redfield,Dallas,7100007,River/Stream,,41.5797396,-94.1829173,7/21/2005 10:45,TMDL,TFSS,Fixed suspended solids,NonFilt,,30,mg/l,TRUE,1,,,160.4,UHL001,Calculated,SW,Water,,
6,10250001,South Raccoon River near Redfield,Dallas,7100007,River/Stream,,41.5797396,-94.1829173,7/21/2005 10:45,TMDL,TSS,Total suspended solids,NonFilt,,36,mg/l,TRUE,1,,,I3765,UHL001,Actual,SW,Water,,
