Lake,Date,Time,Depth (m),Temperature (Deg C),pH,DO (% Saturation),DO (mg/L),Specific Conductivity (uS/cm),Turbidity (NTU),TDS (mg/L)
Hawthorne Lake,8/5/2019,3:45 PM,7,15.75,7.21,5.15,0.51,310.37,9.28,201.64
Hooper Area Pond,7/17/2019,11:25 AM,0,29.61,9.12,142.5,10.84,223.33,10.44,145
Hooper Area Pond,7/17/2019,11:25 AM,0.5,29.9,9.13,153.61,11.63,221.49,10.95,144.22
Hooper Area Pond,7/17/2019,11:25 AM,1,29.91,9.13,160.51,12.14,220.89,11.06,144
Hooper Area Pond,7/17/2019,11:25 AM,1.5,29.82,9.13,161.99,12.28,220.98,11.11,144
Hooper Area Pond,7/17/2019,11:25 AM,2,28.31,8.7,133.24,10.31,227.73,9.95,148.09
Hooper Area Pond,7/17/2019,11:25 AM,2.5,24.09,8.12,47.59,3.96,253.24,8.33,164.64
Hooper Area Pond,7/17/2019,11:25 AM,3,19.31,7.83,20.38,1.87,280.55,9.39,182.45
Hooper Area Pond,7/17/2019,11:25 AM,3.5,17.4,7.54,11.68,1.11,295.35,6.18,192
Hooper Area Pond,7/17/2019,11:25 AM,4,15.86,7.26,7.82,0.77,312.58,6.73,203.08
Hooper Area Pond,7/17/2019,11:25 AM,4.5,14.82,7.02,5.78,0.58,343.02,9.58,222.91
Indian Lake,7/15/2019,12:34 PM,0,30.83,8.45,118.12,8.8,255.58,5.73,166
Indian Lake,7/15/2019,12:34 PM,0.5,30.84,8.44,122.72,9.13,256.02,7.8,166
Indian Lake,7/15/2019,12:34 PM,1,30.84,8.32,119.29,8.88,256.43,8.57,166.78
Indian Lake,7/15/2019,12:34 PM,1.5,30.35,7.97,89.04,6.68,259.55,9.24,168.77
Indian Lake,7/15/2019,12:34 PM,2,29.93,7.56,57.08,4.31,262.49,11.03,170.62
Ingham Lake,7/23/2019,11:54 AM,0,25.87,8.59,122.36,9.94,385,31.7,250.28
Ingham Lake,7/23/2019,11:54 AM,0.5,25.48,8.6,134.17,10.98,433.66,31.74,282
Ingham Lake,7/23/2019,11:54 AM,1,25.14,8.58,128.74,10.6,434.24,31.61,282.13
Ingham Lake,7/23/2019,11:54 AM,1.5,24.77,8.56,125.46,10.4,434.83,32.04,283
Ingham Lake,7/23/2019,11:54 AM,2,24.57,8.56,121.63,10.12,434.81,31.16,283
Ingham Lake,7/23/2019,11:54 AM,2.5,24.27,8.52,102.63,8.59,437.26,31.3,284.25
Kent Park Lake,8/5/2019,1:36 PM,0,28.37,8.58,182.37,14.17,301.87,5.95,196.14
Kent Park Lake,8/5/2019,1:36 PM,0.5,28.46,8.61,195.37,15.16,300.39,4.7,195.29
Kent Park Lake,8/5/2019,1:36 PM,1,28.29,8.64,198.84,15.47,299.56,4.91,195
Kent Park Lake,8/5/2019,1:36 PM,1.5,28.06,8.64,209.68,16.38,299.7,6.53,195.11
Kent Park Lake,8/5/2019,1:36 PM,2,27.74,8.2,158.98,12.48,307.48,9,200
Lacey Keosauqua Park Lake,7/15/2019,1:33 PM,0,30.67,7.78,99,7.4,244.87,3.11,159
Lacey Keosauqua Park Lake,7/15/2019,1:33 PM,0.5,30.73,7.88,98.24,7.33,245.09,3.09,159
Lacey Keosauqua Park Lake,7/15/2019,1:33 PM,1,30.78,7.99,97.7,7.29,245.18,3.07,159
Lacey Keosauqua Park Lake,7/15/2019,1:33 PM,1.5,29.05,8.01,95.91,7.32,246.8,3.15,160.25
Lacey Keosauqua Park Lake,7/15/2019,1:33 PM,2,22.93,8,97.33,8.32,225.98,7.47,146.82
Lacey Keosauqua Park Lake,7/15/2019,1:33 PM,2.5,17.49,7.71,41.78,3.96,228.3,66.64,148.25
Lacey Keosauqua Park Lake,7/15/2019,1:33 PM,3,14.93,7.47,14.62,1.47,212.19,78.45,138
Lacey Keosauqua Park Lake,7/15/2019,1:33 PM,3.5,14.53,7.32,8.49,0.87,200.21,71.07,130.2
Lacey Keosauqua Park Lake,7/15/2019,1:33 PM,4,14.01,7.23,5.67,0.58,201.87,67.3,131.11
Lacey Keosauqua Park Lake,7/15/2019,1:33 PM,4.5,13.49,7.2,3.56,0.37,206.79,65.13,134.36
Lacey Keosauqua Park Lake,7/15/2019,1:33 PM,5,13.12,7.14,2.45,0.26,212.47,59.75,138.08
Lacey Keosauqua Park Lake,7/15/2019,1:33 PM,5.5,12.86,7.08,1.91,0.2,218.49,54.2,142
Lacey Keosauqua Park Lake,7/15/2019,1:33 PM,6,12.61,7.02,1.56,0.17,228.66,49.33,148.58
Lacey Keosauqua Park Lake,7/15/2019,1:33 PM,6.5,12.34,6.97,1.29,0.14,240.92,45.09,156.67
Lacey Keosauqua Park Lake,7/15/2019,1:33 PM,7,12.21,6.93,1.11,0.12,251.28,43.97,163.36
Lacey Keosauqua Park Lake,7/15/2019,1:33 PM,7.5,12.17,6.92,1,0.11,256.6,59.62,167
Lake Ahquabi,7/17/2019,4:14 PM,0,29.01,8.66,104.56,8.08,182.18,5.68,118.6
Lake Ahquabi,7/17/2019,4:14 PM,0.5,29.18,8.76,105.06,8.05,224.57,5.5,146
Lake Ahquabi,7/17/2019,4:14 PM,1,29.24,8.78,105.43,8.07,224.61,5.59,146
Lake Ahquabi,7/17/2019,4:14 PM,1.5,29.28,8.79,105.39,8.06,224.9,5.75,146
Lake Ahquabi,7/17/2019,4:14 PM,2,29.13,8.7,95.27,7.3,225.64,5.9,146.71
Lake Ahquabi,7/17/2019,4:14 PM,2.5,28.48,8.36,74.6,5.76,229.2,6,148.83
Lake Ahquabi,7/17/2019,4:14 PM,3,24.52,7.97,37.71,3.11,251.08,5.81,163.22
Lake Ahquabi,7/17/2019,4:14 PM,3.5,20.59,7.61,17.41,1.55,273.63,4.46,177.88
Lake Ahquabi,7/17/2019,4:14 PM,4,19.38,7.44,11.73,1.08,275.64,3.08,179.25
Lake Ahquabi,7/17/2019,4:14 PM,4.5,17.93,7.3,7.19,0.68,279.34,3.02,181.5
Lake Ahquabi,7/17/2019,4:14 PM,5,16.81,7.12,5.35,0.52,288.38,3.76,187.5
Lake Anita,7/31/2019,10:10 AM,0,25.35,8.36,106.43,8.74,257.95,10.87,167.75
Lake Anita,7/31/2019,10:10 AM,0.5,25.5,8.33,108.26,8.86,257.15,12.11,167
Lake Anita,7/31/2019,10:10 AM,1,25.52,8.31,109.34,8.94,256.9,12.08,167
Lake Anita,7/31/2019,10:10 AM,1.5,25.46,8.3,107.4,8.79,256.95,11.97,167
Lake Anita,7/31/2019,10:10 AM,2,25.38,8.22,101.73,8.34,257.35,11.65,167
Lake Anita,7/31/2019,10:10 AM,2.5,25.3,8.11,94.76,7.78,258.06,11.22,167.89
Lake Anita,7/31/2019,10:10 AM,3,25.23,8.09,92.86,7.63,258.46,11.29,168
Lake Anita,7/31/2019,10:10 AM,3.5,25.14,7.94,78.2,6.44,258.8,10.91,168.2
Lake Anita,7/31/2019,10:10 AM,4,24.63,7.71,31.73,2.63,262.2,7.58,170.5
Lake Anita,7/31/2019,10:10 AM,4.5,22.43,7.52,12.78,1.1,279.6,3.24,181.83
Lake Anita,7/31/2019,10:10 AM,5,20.1,7.47,7.58,0.68,303.4,1.74,197
Lake Anita,7/31/2019,10:10 AM,5.5,18.58,7.44,6.15,0.57,319.48,1.56,207.88
Lake Anita,7/31/2019,10:10 AM,6,18.01,7.31,4.53,0.43,320.06,1.72,208.25
Lake Anita,7/31/2019,10:10 AM,6.5,17.37,7.28,3.44,0.33,322.82,1.94,209.8
Lake Anita,7/31/2019,10:10 AM,7,16.75,7.25,2.87,0.28,327.94,2.03,213.14
Lake Anita,7/31/2019,10:10 AM,7.5,16.09,7.15,2.43,0.24,335.26,2.19,217.86
Lake Anita,7/31/2019,10:10 AM,8,15.49,7.09,2.13,0.21,344.43,2.44,224
Lake Anita,7/31/2019,10:10 AM,8.5,15.13,7.07,1.9,0.19,351.86,2.68,228.6
Lake Anita,7/31/2019,10:10 AM,9,14.94,7.03,1.75,0.18,357.05,2.87,232.17
Lake Anita,7/31/2019,10:10 AM,9.5,14.7,6.89,1.57,0.16,371.02,2.88,241.13
Lake Cornelia,8/13/2019,9:30 AM,0,25.37,8.25,91.87,7.54,339.07,7.89,220
Lake Cornelia,8/13/2019,9:30 AM,0.5,25.41,8.24,91.42,7.49,339.43,7.45,220.89
Lake Cornelia,8/13/2019,9:30 AM,1,25.37,8.22,88.99,7.3,339.9,7.21,221
Lake Cornelia,8/13/2019,9:30 AM,1.5,25.33,8.2,85.49,7.01,340.39,7.35,221
Lake Cornelia,8/13/2019,9:30 AM,2,25.33,8.18,84,6.89,340.6,7.32,221
Lake Cornelia,8/13/2019,9:30 AM,2.5,25.33,8.17,83.57,6.86,340.6,7.27,221
Lake Cornelia,8/13/2019,9:30 AM,3,25.33,8.16,82.93,6.81,340.62,7.41,221
Lake Cornelia,8/13/2019,9:30 AM,3.5,25.33,8.15,82.25,6.75,340.74,7.19,221.31
Lake Cornelia,8/13/2019,9:30 AM,4,25.33,8.14,81.77,6.71,340.86,7.51,222
Lake Cornelia,8/13/2019,9:30 AM,4.5,25.33,8.14,81.73,6.71,340.83,7.83,221.67
Lake Darling,8/5/2019,11:45 AM,0,28.67,9.52,189.54,14.66,224.76,19.76,146.2
Lake Darling,8/5/2019,11:45 AM,0.5,28.36,9.69,225.28,17.51,226,23.5,147
Lake Darling,8/5/2019,11:45 AM,1,28.01,9.69,223.19,17.45,224.6,20.76,146
Lake Darling,8/5/2019,11:45 AM,1.5,27.48,9.52,191.46,15.11,220.88,15.64,143.63
Lake Darling,8/5/2019,11:45 AM,2,26.97,8.99,98.54,7.84,218.26,14.68,142
Lake Darling,8/5/2019,11:45 AM,2.5,26.27,8.72,47.15,3.8,221.6,14.04,144
Lake Darling,8/5/2019,11:45 AM,3,25.31,8.44,24.69,2.02,233.5,12.6,151.75
Lake Darling,8/5/2019,11:45 AM,3.5,24.3,8.2,14.86,1.24,249.56,11.11,162.2
Lake Darling,8/5/2019,11:45 AM,4,21.72,7.93,12.32,1.08,275.7,9.92,179.33
Lake Darling,8/5/2019,11:45 AM,4.5,19.31,7.59,10.57,0.97,306.62,9.34,199.33
Lake Darling,8/5/2019,11:45 AM,5,18.14,7.36,8.6,0.81,331.2,9.47,215.4
Lake Darling,8/5/2019,11:45 AM,5.5,17.74,7.19,7.27,0.69,348.8,9.88,227
Lake Hendricks,8/12/2019,11:05 AM,0,25.17,8.88,129.5,10.66,230.36,19.56,150
Lake Hendricks,8/12/2019,11:05 AM,0.5,25.22,8.94,131.57,10.83,230.22,19.33,150
Lake Hendricks,8/12/2019,11:05 AM,1,25.19,8.97,122.72,10.1,231.26,18.27,150.3
Lake Hendricks,8/12/2019,11:05 AM,1.5,25.11,8.67,77.76,6.41,236.57,11.96,153.7
Lake Hendricks,8/12/2019,11:05 AM,2,24.97,8.37,32.74,2.71,246.95,8.26,160.63
Lake Hendricks,8/12/2019,11:05 AM,2.5,23.33,8.04,17.66,1.5,315.61,4.79,205.09
Lake Hendricks,8/12/2019,11:05 AM,3,20.97,7.68,11.31,1,383.94,3.58,249.56
Lake Hendricks,8/12/2019,11:05 AM,3.5,19.28,7.39,8.85,0.82,457.88,5.2,297.67
Lake Icaria,7/30/2019,2:45 PM,0,25.35,8.58,104.06,8.6,131.53,17.22,85.13
Lake Icaria,7/30/2019,2:45 PM,0.5,26.29,8.62,109.27,8.81,205.41,16.16,133.62
Lake Icaria,7/30/2019,2:45 PM,1,26.33,8.6,112.1,9.04,205.66,14.64,134
Lake Icaria,7/30/2019,2:45 PM,1.5,26.33,8.59,112.85,9.1,205.78,14.03,134
Lake Icaria,7/30/2019,2:45 PM,2,26.33,8.6,112.87,9.1,205.8,15.25,134
Lake Icaria,7/30/2019,2:45 PM,2.5,26.33,8.6,112.88,9.1,205.85,15.17,134
Lake Icaria,7/30/2019,2:45 PM,3,26.3,8.55,109.01,8.79,206.03,14.61,134
Lake Icaria,7/30/2019,2:45 PM,3.5,25.5,8.27,82.38,6.73,208.72,9.24,135.69
Lake Icaria,7/30/2019,2:45 PM,4,24.9,8.18,71.84,5.94,210.56,7.09,137
Lake Icaria,7/30/2019,2:45 PM,4.5,24.84,8.11,67.84,5.62,210.47,7.36,137
Lake Icaria,7/30/2019,2:45 PM,5,24.42,7.94,49.32,4.11,213.2,7.68,138.55
Lake Icaria,7/30/2019,2:45 PM,5.5,20.46,7.6,20.82,1.87,240.89,11.24,156.62
Lake Icaria,7/30/2019,2:45 PM,6,18.13,7.36,8.88,0.84,258.72,14.79,168.08
Lake Icaria,7/30/2019,2:45 PM,6.5,17.42,7.24,6.07,0.58,266.99,14.59,173.5
Lake Icaria,7/30/2019,2:45 PM,7,16.95,7.12,3.98,0.38,283,17,183.92
Lake Icaria,7/30/2019,2:45 PM,7.5,16.71,7.09,3.18,0.31,291.6,18.74,189.6
Iowa Lake,8/5/2019,2:55 PM,0,28.83,8.88,135.1,10.42,130.86,3.31,85
Iowa Lake,8/5/2019,2:55 PM,0.5,28.82,9.12,154.77,11.93,205.01,12.03,133.14
Iowa Lake,8/5/2019,2:55 PM,1,27.93,8.76,115.11,9,209.01,19.26,135.78
Iowa Lake,8/5/2019,2:55 PM,1.5,27.18,8.3,48.12,3.82,215.44,20.46,140.2
Iowa Lake,8/5/2019,2:55 PM,2,26.7,8.01,16.54,1.32,221.74,8.15,144.14
Iowa Lake,8/5/2019,2:55 PM,2.5,26.09,7.86,10.32,0.84,226.92,7.12,147.5
Iowa Lake,8/5/2019,2:55 PM,3,23.56,7.56,8,0.67,244.81,6.06,159.13
Iowa Lake,8/5/2019,2:55 PM,3.5,21.44,7.31,5.48,0.48,274.15,4.68,178.33
Iowa Lake,8/5/2019,2:55 PM,4,19.72,7.21,4,0.37,303.39,3.62,197.38
Iowa Lake,8/5/2019,2:55 PM,4.5,17.64,7.07,3.1,0.3,321.68,2.81,209
Iowa Lake,8/5/2019,2:55 PM,5,16.88,6.99,2.54,0.24,324.13,2.35,210.75
Iowa Lake,8/5/2019,2:55 PM,5.5,16.12,6.91,2.1,0.21,332.48,2.27,216
Iowa Lake,8/5/2019,2:55 PM,6,15.45,6.8,1.85,0.19,345.96,2.33,225
Iowa Lake,8/5/2019,2:55 PM,6.5,15.04,6.78,1.66,0.17,356.54,4.19,231.75
Iowa Lake,8/5/2019,2:55 PM,7,14.83,6.77,1.6,0.16,362.25,9.11,235.5
Lake Keomah,8/5/2019,8:41 AM,0,27.44,9.24,169.34,13.38,223.67,22.12,145.43
Lake Keomah,8/5/2019,8:41 AM,0.5,27.56,9.27,171.97,13.56,224.91,17.96,146
Lake Keomah,8/5/2019,8:41 AM,1,27.65,9.3,179.65,14.15,225.4,17.54,146.5
Lake Keomah,8/5/2019,8:41 AM,1.5,27.64,9.12,159.25,12.54,226.07,16.84,147.17
Lake Keomah,8/5/2019,8:41 AM,2,26.9,8.67,78.67,6.26,231.97,11.29,150.83
Lake Keomah,8/5/2019,8:41 AM,2.5,25.5,8.38,37.78,3.09,243.72,8.91,158.4
Lake Keomah,8/5/2019,8:41 AM,3,24.52,8.08,22.22,1.84,259.15,8.63,168.33
Lake Keomah,8/5/2019,8:41 AM,3.5,22.33,7.82,15.62,1.35,288.78,7.9,187.6
Lake Keomah,8/5/2019,8:41 AM,4,19.27,7.59,10.96,1.01,331.08,7.34,215.2
Lake Keomah,8/5/2019,8:41 AM,4.5,18.1,7.38,9.58,0.9,366.42,6.23,238
Lake Keomah,8/5/2019,8:41 AM,5,16.77,7.13,8.4,0.81,435.95,5.28,283.33
Lake Keomah,8/5/2019,8:41 AM,5.5,15.61,6.92,6.96,0.69,512.76,5.11,333.2
Lake Keomah,8/5/2019,8:41 AM,6,15.15,6.83,5.41,0.54,594.28,10.65,386.25
Lake Manawa,7/30/2019,11:16 AM,0,26.94,8.41,106.9,8.51,400.6,16.15,260.5
Lake Manawa,7/30/2019,11:16 AM,0.5,26.62,8.42,108.08,8.65,402.56,16.68,261.6
Lake Manawa,7/30/2019,11:16 AM,1,26.23,8.43,108.53,8.76,404.98,16.57,263
Lake Manawa,7/30/2019,11:16 AM,1.5,26.1,8.42,108.16,8.75,405.32,16.55,263
Lake Manawa,7/30/2019,11:16 AM,2,25.96,8.42,103.07,8.36,405.62,16.66,264
Lake MacBride,8/5/2019,11:37 AM,0,28.06,9.16,156.98,12.27,256.08,6.24,166.25
Lake MacBride,8/5/2019,11:37 AM,0.5,28.06,9.18,160.85,12.57,256.1,5.48,166.25
Lake MacBride,8/5/2019,11:37 AM,1,28,9.1,154.93,12.12,256.7,4.77,167
Lake MacBride,8/5/2019,11:37 AM,1.5,27.13,8.51,96.9,7.68,265.17,4.64,172.5
Lake MacBride,8/5/2019,11:37 AM,2,26.31,8.17,45.57,3.67,279.22,4.5,181.5
Lake MacBride,8/5/2019,11:37 AM,2.5,26.14,7.96,17.14,1.38,288.52,4.49,187.6
Lake MacBride,8/5/2019,11:37 AM,3,25.93,7.85,10.27,0.83,294.5,4.6,191.43
Lake MacBride,8/5/2019,11:37 AM,3.5,25.56,7.73,8.03,0.66,302.33,4.23,196.5
Lake MacBride,8/5/2019,11:37 AM,4,23.69,7.65,6.08,0.51,320.36,3.61,208.2
Lake MacBride,8/5/2019,11:37 AM,4.5,21.88,7.52,4.27,0.37,345.56,2.87,224.67
Lake MacBride,8/5/2019,11:37 AM,5,19.88,7.48,3.2,0.29,371.29,2.05,241.43
Lake MacBride,8/5/2019,11:37 AM,5.5,17.19,7.46,2.64,0.25,392.36,1.66,255
Lake MacBride,8/5/2019,11:37 AM,6,16.3,7.44,2.22,0.22,390.92,1.39,254.17
Lake MacBride,8/5/2019,11:37 AM,6.5,15.05,7.4,1.84,0.19,388.11,1.31,252.13
Lake MacBride,8/5/2019,11:37 AM,7,14.15,7.37,1.6,0.16,386.34,1.49,251.11
Lake MacBride,8/5/2019,11:37 AM,7.5,13.78,7.33,1.43,0.15,384.46,1.63,250
Lake MacBride,8/5/2019,11:37 AM,8,13.21,7.3,1.24,0.13,386.46,1.58,251.14
Lake MacBride,8/5/2019,11:37 AM,8.5,12.66,7.26,1.11,0.12,389.66,1.5,253.29
Lake MacBride,8/5/2019,11:37 AM,9,12.22,7.21,1.01,0.11,393.47,1.63,255.71
Lake MacBride,8/5/2019,11:37 AM,9.5,11.81,7.09,0.91,0.1,397.56,1.75,258.38
Lake MacBride,8/5/2019,11:37 AM,10,11.42,7.06,0.83,0.09,401.25,1.94,260.75
Lake MacBride,8/5/2019,11:37 AM,10.5,11.12,7.02,0.8,0.09,408.65,2.52,265.63
Lake MacBride,8/5/2019,11:37 AM,11,10.76,6.98,0.71,0.08,416.09,2.99,270.5
Lake MacBride,8/5/2019,11:37 AM,11.5,10.41,6.91,0.68,0.07,420.55,3.62,273.36
Lake MacBride,8/5/2019,11:37 AM,12,10.15,6.85,0.6,0.07,425.69,4.47,276.71
Lake MacBride,8/5/2019,11:37 AM,12.5,9.94,6.83,0.6,0.07,432.03,5.33,280.88
Lake MacBride,8/5/2019,11:37 AM,13,9.61,6.76,0.5,0.06,448.29,8.09,291.46
Lake Meyer,8/12/2019,9:10 AM,0,25.33,8.03,106.08,8.7,520.05,3.29,338
Lake Meyer,8/12/2019,9:10 AM,0.5,25.33,8.01,108.04,8.86,521.03,0.1,338.58
Lake Meyer,8/12/2019,9:10 AM,1,25.38,8,110.07,9.02,522.23,-0.14,339.5
Lake Meyer,8/12/2019,9:10 AM,1.5,25.39,7.98,110.59,9.06,522.81,-0.18,340
Lake Meyer,8/12/2019,9:10 AM,2,25.39,7.98,110.79,9.08,522.99,-0.21,340
Lake Meyer,8/12/2019,9:10 AM,2.5,25.39,7.97,110.67,9.07,523.2,-0.24,340
Lake Meyer,8/12/2019,9:10 AM,3,25.07,7.75,67.56,5.56,535.96,0.2,348.55
Lake Meyer,8/12/2019,9:10 AM,3.5,23.97,7.56,24.01,2.01,579.14,0.45,376.47
Lake Meyer,8/12/2019,9:10 AM,4,22,7.47,9.69,0.84,602.34,0.72,391.5
Lake Meyer,8/12/2019,9:10 AM,4.5,21.13,7.42,7.26,0.64,602.5,0.77,391.6
Lake Meyer,8/12/2019,9:10 AM,5,18.85,7.38,4.94,0.46,620.98,2.14,403.5
Lake Meyer,8/12/2019,9:10 AM,5.5,17.43,7.36,3.56,0.34,624.8,2.67,406.1
Lake Meyer,8/12/2019,9:10 AM,6,15.51,7.36,2.75,0.27,639.8,2.51,415.8
Lake Meyer,8/12/2019,9:10 AM,6.5,14.22,7.3,2.13,0.22,663.74,8.78,431.38
Lake Meyer,8/12/2019,9:10 AM,7,12.67,7.14,1.69,0.18,765.43,11.64,497.56
Lake Miami,7/16/2019,11:17 AM,0,29.39,9.33,136.92,10.47,189.47,8.72,123.17
Lake Miami,7/16/2019,11:17 AM,0.5,29.22,9.37,151.58,11.61,187.4,18.87,121.9
Lake Miami,7/16/2019,11:17 AM,1,29.07,9.34,141.98,10.9,186.12,19.64,121
Lake Miami,7/16/2019,11:17 AM,1.5,29,9.27,136.85,10.52,185.71,18.84,121
Lake Miami,7/16/2019,11:17 AM,2,28.61,8.47,81.75,6.32,190.23,14.26,123.58
Lake Miami,7/16/2019,11:17 AM,2.5,26.17,7.91,29.17,2.33,211.24,11.1,137.15
Lake Miami,7/16/2019,11:17 AM,3,22.83,7.47,9.33,0.8,227.38,12.05,147.75
Lake Miami,7/16/2019,11:17 AM,3.5,21.43,7.31,5.62,0.49,230.08,15.02,149.64
Lake Miami,7/16/2019,11:17 AM,4,19.85,7.2,3.42,0.31,242.31,17.23,157.47
Lake Miami,7/16/2019,11:17 AM,4.5,18.06,7.15,2.26,0.21,264.64,17.42,172
Lake Miami,7/16/2019,11:17 AM,5,17.21,7.04,1.77,0.17,287.81,15.68,187.07
Lake Miami,7/16/2019,11:17 AM,5.5,16.83,6.87,1.53,0.15,338.83,15.13,220.33
Minnewashta Lake,7/22/2019,10:41 AM,0,25.13,8.13,97.88,8.06,393.57,7.44,256
Minnewashta Lake,7/22/2019,10:41 AM,0.5,25.28,8.05,96.63,7.94,394.28,10.44,256
Minnewashta Lake,7/22/2019,10:41 AM,1,25.37,8.02,95.66,7.84,395.13,11.13,257
Minnewashta Lake,7/22/2019,10:41 AM,1.5,25.39,7.98,95.26,7.81,395.36,11.97,257
Minnewashta Lake,7/22/2019,10:41 AM,2,25.37,7.97,93.62,7.68,395.58,11.48,257
Minnewashta Lake,7/22/2019,10:41 AM,2.5,25.31,7.94,88.42,7.26,395.99,10.41,257
Minnewashta Lake,7/22/2019,10:41 AM,3,25.28,7.91,87.08,7.15,396.2,10.03,257.93
Minnewashta Lake,7/22/2019,10:41 AM,3.5,25.28,7.9,86.48,7.1,396.28,10.45,258
Minnewashta Lake,7/22/2019,10:41 AM,4,25.25,7.89,84.59,6.95,396.51,10.18,258
Minnewashta Lake,7/22/2019,10:41 AM,4.5,25.22,7.86,80.85,6.65,396.94,8.86,258
Lake of Three Fires,7/30/2019,10:40 AM,0,26.14,9.2,93.37,7.55,137.82,89.69,21.04
Lake of Three Fires,7/30/2019,10:40 AM,0.5,25.63,9.32,93.35,7.62,161.61,105,19.02
Lake of Three Fires,7/30/2019,10:40 AM,1,25.55,9.32,91.75,7.5,161.49,105,18.99
Lake of Three Fires,7/30/2019,10:40 AM,1.5,25.46,9.32,90.13,7.38,161.28,105,18.91
Lake of Three Fires,7/30/2019,10:40 AM,2,25.44,9.31,88.68,7.27,161.09,105,19.37
Lake of Three Fires,7/30/2019,10:40 AM,2.5,25.13,9.23,83.58,6.88,161.88,105.5,13.44
Lake of Three Fires,7/30/2019,10:40 AM,3,20.97,8.26,34.48,3.04,195.91,127.25,4.74
Lake of Three Fires,7/30/2019,10:40 AM,3.5,18.48,7.67,14.87,1.39,246.87,160.42,3.68
Lake of Three Fires,7/30/2019,10:40 AM,4,16.69,7.37,8.64,0.84,259.75,168.8,4.33
Lake of Three Fires,7/30/2019,10:40 AM,4.5,15.53,7.22,6.06,0.6,276.19,179.67,4.79
Lake of Three Fires,7/30/2019,10:40 AM,5,14.44,7.05,3.79,0.39,300.29,195.13,5.08
Lake of Three Fires,7/30/2019,10:40 AM,5.5,13.74,6.9,2.66,0.28,329.81,214.24,5
Lake of Three Fires,7/30/2019,10:40 AM,6,13.35,6.82,2.04,0.21,355.35,231,5.31
Orient Lake,7/31/2019,1:15 PM,0,27.28,8.81,121.46,9.62,232.01,11.22,150.78
Orient Lake,7/31/2019,1:15 PM,0.5,26.5,8.93,146.83,11.79,301.72,17.6,196.14
Orient Lake,7/31/2019,1:15 PM,1,25.93,8.7,109.7,8.89,306.16,15.91,199.09
Orient Lake,7/31/2019,1:15 PM,1.5,25.21,8.61,79.78,6.56,311.62,13.34,202.5
Orient Lake,7/31/2019,1:15 PM,2,24.98,8.54,64.96,5.36,313.87,13.01,204.07
Orient Lake,7/31/2019,1:15 PM,2.5,24.74,8.46,57.34,4.76,315.69,17.85,205.18
Lake Pahoja,7/23/2019,11:56 AM,0,25.61,8.45,167.67,13.68,647.47,1.51,421
Lake Pahoja,7/23/2019,11:56 AM,0.5,25.49,8.47,189.36,15.48,645.88,3.2,420
Lake Pahoja,7/23/2019,11:56 AM,1,25.04,8.45,190.04,15.65,648.1,6.95,421.2
Lake Pahoja,7/23/2019,11:56 AM,1.5,24.4,8.13,146.94,12.24,659.77,1.9,428.86
Lake Pahoja,7/23/2019,11:56 AM,2,22.85,7.7,57.13,4.9,711.94,1.88,462.75
Lake Pahoja,7/23/2019,11:56 AM,2.5,21.74,7.53,23.68,2.06,730.6,1.34,475
Lake Pahoja,7/23/2019,11:56 AM,3,20.26,7.47,13.78,1.24,750.68,0.49,487.83
Lake Pahoja,7/23/2019,11:56 AM,3.5,19.81,7.44,10,0.91,749.66,0.4,487.2
Lake Pahoja,7/23/2019,11:56 AM,4,18.04,7.42,8.3,0.78,760.64,0.29,494.57
Lake Pahoja,7/23/2019,11:56 AM,4.5,17.25,7.38,6.28,0.6,746.23,0.29,485
Lake Pahoja,7/23/2019,11:56 AM,5,16.39,7.33,4.5,0.44,731.11,0.44,475.27
Lake Pahoja,7/23/2019,11:56 AM,5.5,14.71,7.27,3.38,0.34,740.25,0.64,481.2
Lake Pahoja,7/23/2019,11:56 AM,6,14.4,7.22,2.84,0.29,732.29,0.98,475.88
Lake Pahoja,7/23/2019,11:56 AM,6.5,13.88,7.18,2.43,0.25,735.99,2.5,478.43
Lake Pahoja,7/23/2019,11:56 AM,7,13.25,7.14,2.1,0.22,749.33,4.64,487
Lake Pahoja,7/23/2019,11:56 AM,7.5,12.7,7.02,1.82,0.19,769.48,5.38,500.22
Lake Smith,7/23/2019,4:00 PM,0,26.25,8.76,126.75,10.29,280.63,3.13,182.25
Lake Smith,7/23/2019,4:00 PM,0.5,26.63,8.76,163.35,13.09,381.9,2.78,248
Lake Smith,7/23/2019,4:00 PM,1,26.19,8.73,182.93,14.77,382.93,2.77,249
Lake Smith,7/23/2019,4:00 PM,1.5,25.49,8.48,161.55,13.2,384.75,2.52,250.17
Lake Smith,7/23/2019,4:00 PM,2,24.93,8.22,132.43,10.94,387.83,2.17,252
Lake Smith,7/23/2019,4:00 PM,2.5,24.39,8.08,102.18,8.52,394.65,2.94,256.5
Lake Sugema,7/15/2019,2:31 PM,0,28.23,8.36,90.13,7.03,125.73,4.61,81.78
Lake Sugema,7/15/2019,2:31 PM,0.5,28.6,8.46,76.47,5.92,158.88,4.78,103.22
Lake Sugema,7/15/2019,2:31 PM,1,28.67,8.44,73.73,5.7,158.42,4.81,103
Lake Sugema,7/15/2019,2:31 PM,1.5,28.31,7.99,39.77,3.09,158.88,4.88,103.25
Lake Sugema,7/15/2019,2:31 PM,2,27.49,7.66,11.5,0.91,160.18,4.9,104.15
