year,doy,siteID,lake,site,name,TSS,TFSS
2002,224,22610001,Badger Creek Lake,surface water,Badger Creek Lake Surface Grab (1),16,NA
2002,184,22610001,Badger Creek Lake,surface water,Badger Creek Lake Surface Grab (1),18,NA
2002,122,22610001,Badger Creek Lake,surface water,Badger Creek Lake Surface Grab (1),8,NA
2002,156,22610001,Badger Creek Lake,surface water,Badger Creek Lake Surface Grab (1),12,NA
2002,107,22610001,Badger Creek Lake,surface water,Badger Creek Lake Surface Grab (1),6,NA
2002,94,22610001,Badger Creek Lake,surface water,Badger Creek Lake Surface Grab (1),9,NA
2002,79,22610001,Badger Creek Lake,surface water,Badger Creek Lake Surface Grab (1),4,NA
2002,94,22610002,Badger Creek Lake,mid depth,Badger Creek Lake Mid-depth Grab (2),6,NA
2002,79,22610002,Badger Creek Lake,mid depth,Badger Creek Lake Mid-depth Grab (2),5,NA
2002,107,22610002,Badger Creek Lake,mid depth,Badger Creek Lake Mid-depth Grab (2),5,NA
2002,156,22610002,Badger Creek Lake,mid depth,Badger Creek Lake Mid-depth Grab (2),6,NA
2002,122,22610002,Badger Creek Lake,mid depth,Badger Creek Lake Mid-depth Grab (2),8,NA
2002,184,22610002,Badger Creek Lake,mid depth,Badger Creek Lake Mid-depth Grab (2),12,NA
2002,224,22610002,Badger Creek Lake,mid depth,Badger Creek Lake Mid-depth Grab (2),24,NA
2002,224,22610003,Badger Creek Lake,bottom water,Badger Creek Lake Bottom Grab (3),13,NA
2002,184,22610003,Badger Creek Lake,bottom water,Badger Creek Lake Bottom Grab (3),24,NA
2002,122,22610003,Badger Creek Lake,bottom water,Badger Creek Lake Bottom Grab (3),7,NA
2002,156,22610003,Badger Creek Lake,bottom water,Badger Creek Lake Bottom Grab (3),5,NA
2002,107,22610003,Badger Creek Lake,bottom water,Badger Creek Lake Bottom Grab (3),5,NA
2002,94,22610003,Badger Creek Lake,bottom water,Badger Creek Lake Bottom Grab (3),4,NA
2002,79,22610003,Badger Creek Lake,bottom water,Badger Creek Lake Bottom Grab (3),6,NA
2002,225,22300001,Upper Gar,surface water,Upper Gar Lake Surface Grab (1),11,NA
2002,170,22300001,Upper Gar,surface water,Upper Gar Lake Surface Grab (1),11,NA
2002,190,22300001,Upper Gar,surface water,Upper Gar Lake Surface Grab (1),15,NA
2002,128,22300001,Upper Gar,surface water,Upper Gar Lake Surface Grab (1),24,NA
2002,134,22300001,Upper Gar,surface water,Upper Gar Lake Surface Grab (1),6,NA
2002,280,22300001,Upper Gar,surface water,Upper Gar Lake Surface Grab (1),11,NA
2002,252,22300001,Upper Gar,surface water,Upper Gar Lake Surface Grab (1),19,NA
2002,99,22300001,Upper Gar,surface water,Upper Gar Lake Surface Grab (1),9,NA
2002,71,22300001,Upper Gar,surface water,Upper Gar Lake Surface Grab (1),4,NA
2002,71,22300002,Upper Gar,mid depth,Upper Gar Lake Mid-depth Grab (2),3,NA
2002,99,22300002,Upper Gar,mid depth,Upper Gar Lake Mid-depth Grab (2),13,NA
2002,252,22300002,Upper Gar,mid depth,Upper Gar Lake Mid-depth Grab (2),23,NA
2002,280,22300002,Upper Gar,mid depth,Upper Gar Lake Mid-depth Grab (2),12,NA
2002,134,22300002,Upper Gar,mid depth,Upper Gar Lake Mid-depth Grab (2),9,NA
2002,128,22300002,Upper Gar,mid depth,Upper Gar Lake Mid-depth Grab (2),25,NA
2002,190,22300002,Upper Gar,mid depth,Upper Gar Lake Mid-depth Grab (2),15,NA
2002,170,22300002,Upper Gar,mid depth,Upper Gar Lake Mid-depth Grab (2),5,NA
2002,225,22300002,Upper Gar,mid depth,Upper Gar Lake Mid-depth Grab (2),10,NA
2002,225,22300003,Upper Gar,bottom water,Upper Gar Lake Bottom Grab (3),13,NA
2002,170,22300003,Upper Gar,bottom water,Upper Gar Lake Bottom Grab (3),11,NA
2002,190,22300003,Upper Gar,bottom water,Upper Gar Lake Bottom Grab (3),17,NA
2002,128,22300003,Upper Gar,bottom water,Upper Gar Lake Bottom Grab (3),26,NA
2002,134,22300003,Upper Gar,bottom water,Upper Gar Lake Bottom Grab (3),12,NA
2002,280,22300003,Upper Gar,bottom water,Upper Gar Lake Bottom Grab (3),13,NA
2002,252,22300003,Upper Gar,bottom water,Upper Gar Lake Bottom Grab (3),24,NA
2002,99,22300003,Upper Gar,bottom water,Upper Gar Lake Bottom Grab (3),12,NA
2002,71,22300003,Upper Gar,bottom water,Upper Gar Lake Bottom Grab (3),3,NA
2002,71,22300004,Lower Gar,surface water,Lower Gar Lake Surface Grab (1),5,NA
2002,99,22300004,Lower Gar,surface water,Lower Gar Lake Surface Grab (1),32,NA
2002,134,22300004,Lower Gar,surface water,Lower Gar Lake Surface Grab (1),19,NA
2002,128,22300004,Lower Gar,surface water,Lower Gar Lake Surface Grab (1),47,NA
2002,170,22300004,Lower Gar,surface water,Lower Gar Lake Surface Grab (1),22,NA
2002,225,22300004,Lower Gar,surface water,Lower Gar Lake Surface Grab (1),18,NA
2002,190,22300004,Lower Gar,surface water,Lower Gar Lake Surface Grab (1),15,NA
2002,190,22300005,Lower Gar,mid depth,Lower Gar Lake Mid-depth Grab (2),14,NA
2002,225,22300005,Lower Gar,mid depth,Lower Gar Lake Mid-depth Grab (2),21,NA
2002,170,22300005,Lower Gar,mid depth,Lower Gar Lake Mid-depth Grab (2),24,NA
2002,128,22300005,Lower Gar,mid depth,Lower Gar Lake Mid-depth Grab (2),47,NA
2002,134,22300005,Lower Gar,mid depth,Lower Gar Lake Mid-depth Grab (2),24,NA
2002,99,22300005,Lower Gar,mid depth,Lower Gar Lake Mid-depth Grab (2),37,NA
2002,71,22300005,Lower Gar,mid depth,Lower Gar Lake Mid-depth Grab (2),4,NA
2002,71,22300006,Lower Gar,bottom water,Lower Gar Lake Bottom Grab (3),6,NA
2002,99,22300006,Lower Gar,bottom water,Lower Gar Lake Bottom Grab (3),45,NA
2002,134,22300006,Lower Gar,bottom water,Lower Gar Lake Bottom Grab (3),21,NA
2002,128,22300006,Lower Gar,bottom water,Lower Gar Lake Bottom Grab (3),49,NA
2002,170,22300006,Lower Gar,bottom water,Lower Gar Lake Bottom Grab (3),25,NA
2002,225,22300006,Lower Gar,bottom water,Lower Gar Lake Bottom Grab (3),15,NA
2002,190,22300006,Lower Gar,bottom water,Lower Gar Lake Bottom Grab (3),15,NA
