doy,siteID,depth,temperature,do_sat,do,ph,chl,pc
234,3,2.5,25.5,71.5,5.85,9.43,2.15,1.9
234,3,3,25.4,68.3,5.6,9.41,2.01,1.78
234,3,3.5,25.4,65.9,5.4,9.4,2.06,1.8
234,3,4,25.4,65,5.34,9.39,2.06,1.91
234,3,4.5,25.3,65.6,5.39,9.39,2.11,2.01
234,3,5,25.3,59.4,4.88,9.37,2.07,2.02
234,3,5.5,25,30.9,2.55,8.9,2.59,3.39
234,4,0,26.5,93.1,7.47,9.53,1.55,0.9
234,4,0.5,26.4,92.1,7.41,9.52,1.9,1.88
234,4,1,26.2,91.4,7.39,9.52,2.29,2.06
234,4,1.5,25.7,84.3,6.87,9.5,2.23,1.74
234,4,2,25.6,78,6.37,9.47,2.1,1.92
234,4,2.5,25.5,70.4,5.76,9.44,1.91,1.85
234,4,3,25.5,62.5,5.12,9.39,1.8,1.74
234,4,3.5,25.4,60.3,4.95,9.35,1.79,1.72
234,4,4,25.4,58.5,4.8,9.34,1.87,1.74
234,4,4.5,25,34.2,2.82,9.13,1.37,1.4
234,4,5,24.9,15,1.24,8.93,1.39,1.16
234,4,5.5,24.3,7,0.58,8.48,2.53,1.82
234,4,6,23.8,6.1,0.52,8.27,3.28,3.44
234,5,0,26.4,89.6,7.22,9.44,1.76,0.93
234,5,0.5,26.4,86,6.93,9.44,2.16,1.48
234,5,1,25.8,80.9,6.58,9.43,2.3,1.83
234,5,1.5,25.6,74,6.05,9.42,2,1.78
234,5,2,25.5,68.4,5.6,9.4,1.96,1.72
234,5,2.5,25.3,61.1,5.01,9.37,1.79,1.65
234,5,3,25.2,52.1,4.29,9.32,1.81,1.6
234,5,3.5,25.1,41.6,3.43,9.25,1.75,1.56
234,6,0,26.4,93.3,7.51,9.46,1.49,0.71
234,6,0.5,26.3,94.7,7.63,9.46,2.1,1.47
234,6,1,26.2,93.7,7.57,9.46,2.29,1.87
234,6,1.5,25.9,79.1,6.42,9.43,2.26,1.91
234,6,2,25.3,59.3,4.87,9.23,2.01,1.85
245,1,0,23.7,161.8,13.59,9.77,9.89,5.31
245,1,0.5,24.2,168.6,14.6,9.77,11.04,5.64
245,1,1,24.1,163.6,13.77,9.74,9.77,5.04
245,1,1.5,23.5,144.7,12.27,9.64,7.16,4.1
245,1,2,23.4,127.3,10.84,9.56,5.12,3.78
245,2,0,24,152.5,12.85,9.7,6.62,4.87
245,2,0.5,23.9,146.8,12.39,9.66,7.27,5.68
245,2,1,23.8,144.1,12.17,9.65,6.37,6.12
245,2,1.5,23.5,141.4,12,9.61,6.41,6.02
245,2,2,23.4,140.4,11.94,9.61,6.27,5.98
245,2,2.5,23.4,140,11.91,9.6,6.52,6
245,2,3,23.1,97.7,8.56,9.04,8.94,10.71
245,3,0,23.9,122.2,10.2,9.39,4.29,3.28
245,3,0.5,23.7,124.7,10.57,9.46,4.92,4.05
245,3,1,23.4,120.2,10.21,9.42,4.37,3.89
245,3,1.5,23.3,101.6,8.81,9.3,3.34,2.62
245,3,2,22.5,74.4,6.42,9.14,2.63,1.12
245,3,2.5,22.4,68.9,5.96,9.11,2.85,1.84
245,3,3,22.4,62.4,5.4,9.05,2.66,1.99
245,3,3.5,22.3,55.6,4.82,8.96,3.05,2.18
245,3,4,22.1,50.5,4.39,8.89,2.71,1.8
245,3,4.5,22,31.7,2.76,8.65,2.38,1.39
245,3,5,21.9,25.7,2.24,8.44,2.42,1.19
245,4,0,22.8,63.2,5.34,8.59,1.9,1.42
245,4,0.5,22.7,56.6,4.88,8.73,2,1.52
245,4,1,22.6,54.5,4.67,8.74,2.05,1.49
245,4,1.5,22.6,52.4,4.51,8.73,2.08,1.31
245,4,2,22.5,47.1,4.01,8.69,2.01,1.25
245,4,2.5,22.4,38.8,3.34,8.61,2.08,1.24
245,4,3,22.3,31.3,2.71,8.43,2.03,1.36
245,4,3.5,22.2,31.9,2.79,8.43,1.87,1.26
245,4,4,22.1,18.4,1.6,8.26,1.92,1.13
245,4,4.5,22,17.3,1.52,8.22,1.75,1.12
245,4,5,21.9,17.3,1.52,8.19,1.85,1.11
245,4,5.5,21.8,23.1,2.19,8.25,1.86,1.09
245,4,6,21.7,22.2,1.91,8.25,6.45,4.15
245,5,0,23.3,110.5,9.42,9.32,5.51,2.99
245,5,0.5,23.2,104.6,8.99,9.31,5.91,3.6
245,5,1,23.2,100,8.53,9.27,5.41,3.31
245,5,1.5,23.1,96,8.2,9.23,5.62,3.01
245,5,2,23.1,91.6,7.84,9.2,5.8,2.97
245,5,2.5,23,89.5,7.66,9.18,5.16,2.83
245,5,3,23,78.8,6.81,9.09,4.04,2.55
245,5,3.5,22.8,46.8,4.07,8.74,2.53,1.47
245,5,4,22.4,26.1,2.31,8.4,16.45,23.72
245,6,0,23.8,119.9,10.15,9.42,8.14,3.22
245,6,0.5,23.6,121.5,10.3,9.44,8.59,3.53
245,6,1,23.5,117.6,10.06,9.41,7.65,3.34
245,6,1.5,23.5,117,9.86,9.4,7.31,3.33
