PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,STUDY,STATE,LAB,SAMPLE_TYPE,MATRIX,BATCH_ID,ANALYTE,SAM_CODE,RESULT,RESULT_UNITS,MDL,RL,NARS_FLAG,DATE_RECEIVED,DATE_ANALYZED,HOLDING_TIME,LAB_SAMPLE_ID,LAB_COMMENT
04/09/21,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHEM,WATER,180301.1,MAGNESIUM,REGULAR,109.932,MG/L,0.003,0.002,H,31-May-17,01-Mar-18,275,,
04/09/21,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHEM,WATER,170608.1,DOC,REGULAR,7.720,MG/L,0.008,0.2,,31-May-17,08-Jun-17,9,,
04/09/21,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHEM,WATER,170601.1,SILICA,REGULAR,6.996,MG/L,0.003,0.01,,31-May-17,01-Jun-17,2,,
04/09/21,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHEM,WATER,170601.1,CHLORIDE,REGULAR,101.625,MG/L,0.006,0.005,,31-May-17,01-Jun-17,2,,
04/09/21,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHEM,WATER,170531.1,COND,REGULAR,2172.400,US/CM AT 25 C,,2,,31-May-17,31-May-17,1,,Cond Bal. rerun 4/10/18:  2155
04/09/21,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHEM,WATER,170601.1,NITRATE_N,REGULAR,0.162,MG N/L,4.00E-04,0.0025,,31-May-17,01-Jun-17,2,,sample required dilution to prevent damage to instrument Rerun 6/21/17:  0.126
04/09/21,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHEM,WATER,170531.1,PH,REGULAR,7.950,STD. UNITS,,,,31-May-17,31-May-17,1,,
04/09/21,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHLX,WATER,170608.1,CHLA,REGULAR,5.190,UG/L,0.39,,,31-May-17,08-Jun-17,9,,
04/09/21,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHEM,WATER,170622.1,NTL,REGULAR,1.343,MG/L,0.003,0.02,,31-May-17,22-Jun-17,23,1710005,
04/09/21,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHEM,WATER,170531.1,TURB,REGULAR,3.160,NTU,,1,,31-May-17,31-May-17,1,,
04/09/21,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHEM,WATER,170603.1,AMMONIA_N,REGULAR,0.599,MG N/L,0.001,0.004,,31-May-17,03-Jun-17,4,,
04/09/21,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHEM,WATER,180301.1,POTASSIUM,REGULAR,4.588,MG/L,0.07,0.054,H,31-May-17,01-Mar-18,275,,
04/09/21,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHEM,WATER,170621.1,SULFATE,REGULAR,1004.914,MG/L,0.001,0.08,,31-May-17,21-Jun-17,22,,
04/09/21,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHEM,WATER,180301.1,SODIUM,REGULAR,162.598,MG/L,0.032,0.006,H,31-May-17,01-Mar-18,275,,
04/09/21,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHEM,WATER,170531,COLOR,REGULAR,25.000,APHA PT-CO,,,,31-May-17,31-May-17,1,,
04/09/21,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHEM,WATER,170531.1,ANC,REGULAR,2496.930,UEQ/L,,,,31-May-17,31-May-17,1,,
04/09/21,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHEM,WATER,180301.1,CALCIUM,REGULAR,239.126,MG/L,0.012,0.024,H,31-May-17,01-Mar-18,275,,
04/09/21,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHEM,WATER,170622.1,PTL,REGULAR,92.325,UG/L,1.2,4,,31-May-17,22-Jun-17,23,1710005,
04/09/21,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHEM,WATER,170601.1,NITRITE_N,REGULAR,0.020,MG N/L,2.00E-04,0.001,,31-May-17,01-Jun-17,2,,
04/09/21,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHEM,WATER,170601.1,SILICA,REGULAR,33.686,MG/L,0.003,0.01,,01-Jun-17,01-Jun-17,1,,
04/09/21,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHEM,WATER,170601.1,ANC,REGULAR,2681.740,UEQ/L,,,,01-Jun-17,01-Jun-17,1,,
04/09/21,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHEM,WATER,170622.1,PTL,REGULAR,234.695,UG/L,1.2,4,,01-Jun-17,22-Jun-17,22,1710007,
04/09/21,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHEM,WATER,170601.1,PH,REGULAR,8.450,STD. UNITS,,,,01-Jun-17,01-Jun-17,1,,
04/09/21,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHEM,WATER,171019.1,MAGNESIUM,REGULAR,12.867,MG/L,0.003,0.002,,01-Jun-17,19-Oct-17,141,,rerun 3/1/18:  14.2
04/09/21,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHEM,WATER,171019.1,CALCIUM,REGULAR,30.447,MG/L,0.012,0.024,,01-Jun-17,19-Oct-17,141,,rerun 3/1/18:  31.7
04/09/21,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHEM,WATER,180301.1,SODIUM,REGULAR,20.829,MG/L,0.032,0.006,H,01-Jun-17,01-Mar-18,274,,
04/09/21,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHEM,WATER,170601.1,COND,REGULAR,333.400,US/CM AT 25 C,,2,,01-Jun-17,01-Jun-17,1,,
04/09/21,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHEM,WATER,170601,COLOR,REGULAR,27.000,APHA PT-CO,,,,01-Jun-17,01-Jun-17,1,,
04/09/21,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHEM,WATER,170605.1,CHLORIDE,REGULAR,8.668,MG/L,0.006,0.005,,01-Jun-17,05-Jun-17,5,,
04/09/21,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHEM,WATER,170603.1,AMMONIA_N,REGULAR,0.027,MG N/L,0.001,0.004,,01-Jun-17,03-Jun-17,3,,
04/09/21,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHEM,WATER,180301.1,POTASSIUM,REGULAR,4.635,MG/L,0.07,0.054,H,01-Jun-17,01-Mar-18,274,,
04/09/21,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHLX,WATER,170608.1,CHLA,REGULAR,12.160,UG/L,0.39,,,01-Jun-17,08-Jun-17,8,,
04/09/21,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHEM,WATER,170622.1,NTL,REGULAR,0.900,MG/L,0.003,0.02,,01-Jun-17,22-Jun-17,22,1710007,
04/09/21,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHEM,WATER,170605.1,NITRITE_N,REGULAR,0.000,MG N/L,2.00E-04,0.001,,01-Jun-17,05-Jun-17,5,,
04/09/21,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHEM,WATER,170601.1,TURB,REGULAR,2.720,NTU,,1,,01-Jun-17,01-Jun-17,1,,
04/09/21,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHEM,WATER,170605.1,SULFATE,REGULAR,20.639,MG/L,0.001,0.08,,01-Jun-17,05-Jun-17,5,,
04/09/21,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHEM,WATER,170608.1,DOC,REGULAR,7.120,MG/L,0.008,0.2,,01-Jun-17,08-Jun-17,8,,
04/09/21,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHEM,WATER,170605.1,NITRATE_N,REGULAR,0.020,MG N/L,4.00E-04,0.0025,,01-Jun-17,05-Jun-17,5,,
04/09/21,2010179,NLA17_ND-10011,01-Jun-17,1,NLA,ND,WRS,CHLX,WATER,170608.1,CHLA,REGULAR,6.140,UG/L,0.39,,,02-Jun-17,08-Jun-17,7,,
04/09/21,2010179,NLA17_ND-10011,01-Jun-17,1,NLA,ND,WRS,CHEM,WATER,171019.1,MAGNESIUM,REGULAR,251.264,MG/L,0.003,0.002,,02-Jun-17,19-Oct-17,140,,rerun 3/1/18:  265.6
04/09/21,2010179,NLA17_ND-10011,01-Jun-17,1,NLA,ND,WRS,CHEM,WATER,170629.1,NTL,REGULAR,2.750,MG/L,0.003,0.02,,02-Jun-17,29-Jun-17,28,1710012,
04/09/21,2010179,NLA17_ND-10011,01-Jun-17,1,NLA,ND,WRS,CHEM,WATER,170602.1,TURB,REGULAR,2.680,NTU,,1,,02-Jun-17,02-Jun-17,1,,
04/09/21,2010179,NLA17_ND-10011,01-Jun-17,1,NLA,ND,WRS,CHEM,WATER,170602.1,ANC,REGULAR,9739.840,UEQ/L,,,,02-Jun-17,02-Jun-17,1,,
04/09/21,2010179,NLA17_ND-10011,01-Jun-17,1,NLA,ND,WRS,CHEM,WATER,170607.1,SILICA,REGULAR,14.273,MG/L,0.003,0.01,,02-Jun-17,07-Jun-17,6,,
04/09/21,2010179,NLA17_ND-10011,01-Jun-17,1,NLA,ND,WRS,CHEM,WATER,171019.1,POTASSIUM,REGULAR,70.860,MG/L,0.07,0.054,,02-Jun-17,19-Oct-17,140,,rerun 3/1/18:  78.15
04/09/21,2010179,NLA17_ND-10011,01-Jun-17,1,NLA,ND,WRS,CHEM,WATER,170603.1,AMMONIA_N,REGULAR,0.014,MG N/L,0.001,0.004,,02-Jun-17,03-Jun-17,2,,
04/09/21,2010179,NLA17_ND-10011,01-Jun-17,1,NLA,ND,WRS,CHEM,WATER,170602,COLOR,REGULAR,35.000,APHA PT-CO,,,,02-Jun-17,02-Jun-17,1,,
04/09/21,2010179,NLA17_ND-10011,01-Jun-17,1,NLA,ND,WRS,CHEM,WATER,170622.1,PTL,REGULAR,63.348,UG/L,1.2,4,,02-Jun-17,22-Jun-17,21,1710012,
04/09/21,2010179,NLA17_ND-10011,01-Jun-17,1,NLA,ND,WRS,CHEM,WATER,171019.1,CALCIUM,REGULAR,27.385,MG/L,0.012,0.024,,02-Jun-17,19-Oct-17,140,,rerun 3/1/18:  25.16
04/09/21,2010179,NLA17_ND-10011,01-Jun-17,1,NLA,ND,WRS,CHEM,WATER,170605.1,CHLORIDE,REGULAR,119.687,MG/L,0.006,0.005,,02-Jun-17,05-Jun-17,4,,
04/09/21,2010179,NLA17_ND-10011,01-Jun-17,1,NLA,ND,WRS,CHEM,WATER,180301.1,SODIUM,REGULAR,381.525,MG/L,0.032,0.006,H,02-Jun-17,01-Mar-18,273,,
04/09/21,2010179,NLA17_ND-10011,01-Jun-17,1,NLA,ND,WRS,CHEM,WATER,170602.1,COND,REGULAR,3206.200,US/CM AT 25 C,,2,,02-Jun-17,02-Jun-17,1,,
04/09/21,2010179,NLA17_ND-10011,01-Jun-17,1,NLA,ND,WRS,CHEM,WATER,170605.1,NITRITE_N,REGULAR,0.000,MG N/L,2.00E-04,0.001,,02-Jun-17,05-Jun-17,4,,
04/09/21,2010179,NLA17_ND-10011,01-Jun-17,1,NLA,ND,WRS,CHEM,WATER,170605.1,SULFATE,REGULAR,1229.337,MG/L,0.001,0.08,,02-Jun-17,05-Jun-17,4,,
04/09/21,2010179,NLA17_ND-10011,01-Jun-17,1,NLA,ND,WRS,CHEM,WATER,170602.1,PH,REGULAR,8.920,STD. UNITS,,,,02-Jun-17,02-Jun-17,1,,
04/09/21,2010179,NLA17_ND-10011,01-Jun-17,1,NLA,ND,WRS,CHEM,WATER,170605.1,NITRATE_N,REGULAR,0.051,MG N/L,4.00E-04,0.0025,,02-Jun-17,05-Jun-17,4,,"da value (orig 0.358).  Sample rerun 1/11/18:  0.0274, 0.0255"
04/09/21,2010179,NLA17_ND-10011,01-Jun-17,1,NLA,ND,WRS,CHEM,WATER,170608.1,DOC,REGULAR,27.170,MG/L,0.008,0.2,,02-Jun-17,08-Jun-17,7,,
04/09/21,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170605.1,SULFATE,REGULAR,5666.998,MG/L,0.001,0.08,,03-Jun-17,05-Jun-17,4,,
04/09/21,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170603.2,COND,REGULAR,29931.900,US/CM AT 25 C,,2,,03-Jun-17,03-Jun-17,2,,Cond Bal. rerun 4/10/18:  28518
04/09/21,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170603,COLOR,REGULAR,5.000,APHA PT-CO,,,,03-Jun-17,03-Jun-17,2,,
04/09/21,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHEM,WATER,171019.1,MAGNESIUM,REGULAR,160.715,MG/L,0.003,0.002,,03-Jun-17,19-Oct-17,140,,rerun 3/1/18:  161.72
04/09/21,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170605.1,NITRATE_N,REGULAR,1.064,MG N/L,4.00E-04,0.0025,,03-Jun-17,05-Jun-17,4,,
04/09/21,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHEM,WATER,171019.1,CALCIUM,REGULAR,11.668,MG/L,0.012,0.024,,03-Jun-17,19-Oct-17,140,,rerun 3/1/18:  13.61
04/09/21,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHEM,WATER,180301.1,SODIUM,REGULAR,8198.132,MG/L,0.032,0.006,H,03-Jun-17,01-Mar-18,273,,
04/09/21,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170615.1,AMMONIA_N,REGULAR,0.086,MG N/L,0.001,0.004,,03-Jun-17,15-Jun-17,14,,
04/09/21,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170605.1,CHLORIDE,REGULAR,5693.816,MG/L,0.006,0.005,,03-Jun-17,05-Jun-17,4,,
04/09/21,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170603.2,TURB,REGULAR,0.680,NTU,,1,,03-Jun-17,03-Jun-17,2,,
04/09/21,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHLX,WATER,170614.1,CHLA,REGULAR,0.600,UG/L,0.39,,,03-Jun-17,14-Jun-17,13,,
04/09/21,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170622.1,PTL,REGULAR,700.470,UG/L,1.2,4,,03-Jun-17,22-Jun-17,21,1710017,"10x dilution same run:  233; 2x dilution 6/29/17:  468; 1x run 6/21/18:  431, 10x dilution 6/21/18:607"
04/09/21,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHEM,WATER,171019.1,POTASSIUM,REGULAR,397.076,MG/L,0.07,0.054,,03-Jun-17,19-Oct-17,140,,rerun 3/1/18:  448.07
04/09/21,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170621.1,DOC,REGULAR,62.550,MG/L,0.008,0.2,,03-Jun-17,21-Jun-17,20,,
04/09/21,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHEM,WATER,180226.1,ANC,REGULAR,99001.420,UEQ/L,,,H,03-Jun-17,26-Feb-18,270,,"ANC too high for instrument, required manual titration"
04/09/21,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170603.2,PH,REGULAR,9.400,STD. UNITS,,,,03-Jun-17,03-Jun-17,2,,
04/09/21,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170622.1,NTL,REGULAR,2.323,MG/L,0.003,0.02,,03-Jun-17,22-Jun-17,21,1710017,10x dilution same run:  4.4;  2x dilution 6/29/17:  3.4; 1x 6/21/18:  1.969; 10x 6/21/18:  27.862
04/09/21,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170605.1,NITRITE_N,REGULAR,0.000,MG N/L,2.00E-04,0.001,,03-Jun-17,05-Jun-17,4,,
04/09/21,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170607.1,SILICA,REGULAR,2.726,MG/L,0.003,0.01,,03-Jun-17,07-Jun-17,6,,
04/09/21,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHEM,WATER,171019.1,MAGNESIUM,REGULAR,2.985,MG/L,0.003,0.002,,03-Jun-17,19-Oct-17,140,,rerun 3/1/18:  3.06
04/09/21,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHEM,WATER,170622.1,NTL,REGULAR,1.735,MG/L,0.003,0.02,,03-Jun-17,22-Jun-17,21,1710014,
04/09/21,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHEM,WATER,170622.1,PTL,REGULAR,170.411,UG/L,1.2,4,,03-Jun-17,22-Jun-17,21,1710014,
04/09/21,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHEM,WATER,170605.1,CHLORIDE,REGULAR,25.178,MG/L,0.006,0.005,,03-Jun-17,05-Jun-17,4,,
04/09/21,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHEM,WATER,170607.1,SILICA,REGULAR,1.310,MG/L,0.003,0.01,,03-Jun-17,07-Jun-17,6,,
04/09/21,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHEM,WATER,170603.2,COND,REGULAR,223.500,US/CM AT 25 C,,2,,03-Jun-17,03-Jun-17,2,,
04/09/21,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHLX,WATER,170614.1,CHLA,REGULAR,305.280,UG/L,0.39,,,03-Jun-17,14-Jun-17,13,,
04/09/21,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHEM,WATER,170605.1,NITRATE_N,REGULAR,0.100,MG N/L,4.00E-04,0.0025,,03-Jun-17,05-Jun-17,4,,
04/09/21,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHEM,WATER,170608.1,DOC,REGULAR,6.920,MG/L,0.008,0.2,,03-Jun-17,08-Jun-17,7,,
04/09/21,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHEM,WATER,170605.1,NITRITE_N,REGULAR,0.003,MG N/L,2.00E-04,0.001,,03-Jun-17,05-Jun-17,4,,
04/09/21,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHEM,WATER,171019.1,CALCIUM,REGULAR,18.831,MG/L,0.012,0.024,,03-Jun-17,19-Oct-17,140,,rerun 3/1/18:  18.78
04/09/21,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHEM,WATER,170603.2,TURB,REGULAR,10.570,NTU,,1,,03-Jun-17,03-Jun-17,2,,
04/09/21,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHEM,WATER,170605.1,SULFATE,REGULAR,6.150,MG/L,0.001,0.08,,03-Jun-17,05-Jun-17,4,,
04/09/21,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHEM,WATER,171019.1,POTASSIUM,REGULAR,2.548,MG/L,0.07,0.054,,03-Jun-17,19-Oct-17,140,,rerun 3/1/18:  2.91
04/09/21,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHEM,WATER,180301.1,SODIUM,REGULAR,21.088,MG/L,0.032,0.006,H,03-Jun-17,01-Mar-18,273,,
04/09/21,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHEM,WATER,170615.1,AMMONIA_N,REGULAR,0.051,MG N/L,0.001,0.004,,03-Jun-17,15-Jun-17,14,,
04/09/21,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHEM,WATER,170603.2,PH,REGULAR,7.900,STD. UNITS,,,,03-Jun-17,03-Jun-17,2,,
04/09/21,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHEM,WATER,170603,COLOR,REGULAR,35.000,APHA PT-CO,,,,03-Jun-17,03-Jun-17,2,,
04/09/21,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHEM,WATER,170603.2,ANC,REGULAR,1125.870,UEQ/L,,,,03-Jun-17,03-Jun-17,2,,
04/09/21,2010182,NLA17_TN-10003,02-Jun-17,1,NLA,TN,WRS,CHEM,WATER,170622.1,NTL,REGULAR,1.278,MG/L,0.003,0.02,,03-Jun-17,22-Jun-17,20,1710013,
04/09/21,2010182,NLA17_TN-10003,02-Jun-17,1,NLA,TN,WRS,CHEM,WATER,170605.1,NITRITE_N,REGULAR,0.000,MG N/L,2.00E-04,0.001,,03-Jun-17,05-Jun-17,3,,
04/09/21,2010182,NLA17_TN-10003,02-Jun-17,1,NLA,TN,WRS,CHEM,WATER,171019.1,POTASSIUM,REGULAR,3.148,MG/L,0.07,0.054,,03-Jun-17,19-Oct-17,139,,rerun 3/1/18:  3.56
04/09/21,2010182,NLA17_TN-10003,02-Jun-17,1,NLA,TN,WRS,CHEM,WATER,170603.2,PH,REGULAR,9.270,STD. UNITS,,,,03-Jun-17,03-Jun-17,1,,
04/09/21,2010182,NLA17_TN-10003,02-Jun-17,1,NLA,TN,WRS,CHEM,WATER,171019.1,MAGNESIUM,REGULAR,1.802,MG/L,0.003,0.002,,03-Jun-17,19-Oct-17,139,,rerun 3/1/18:  1.91
04/09/21,2010182,NLA17_TN-10003,02-Jun-17,1,NLA,TN,WRS,CHLX,WATER,170614.1,CHLA,REGULAR,52.160,UG/L,0.39,,,03-Jun-17,14-Jun-17,12,,
04/09/21,2010182,NLA17_TN-10003,02-Jun-17,1,NLA,TN,WRS,CHEM,WATER,170615.1,AMMONIA_N,REGULAR,0.011,MG N/L,0.001,0.004,,03-Jun-17,15-Jun-17,13,,
04/09/21,2010182,NLA17_TN-10003,02-Jun-17,1,NLA,TN,WRS,CHEM,WATER,180301.1,SODIUM,REGULAR,1.303,MG/L,0.032,0.006,H,03-Jun-17,01-Mar-18,272,,
04/09/21,2010182,NLA17_TN-10003,02-Jun-17,1,NLA,TN,WRS,CHEM,WATER,170605.1,NITRATE_N,REGULAR,0.000,MG N/L,4.00E-04,0.0025,,03-Jun-17,05-Jun-17,3,,
04/09/21,2010182,NLA17_TN-10003,02-Jun-17,1,NLA,TN,WRS,CHEM,WATER,170605.1,CHLORIDE,REGULAR,1.945,MG/L,0.006,0.005,,03-Jun-17,05-Jun-17,3,,
04/09/21,2010182,NLA17_TN-10003,02-Jun-17,1,NLA,TN,WRS,CHEM,WATER,170603.2,ANC,REGULAR,1063.050,UEQ/L,,,,03-Jun-17,03-Jun-17,1,,
04/09/21,2010182,NLA17_TN-10003,02-Jun-17,1,NLA,TN,WRS,CHEM,WATER,170603.2,TURB,REGULAR,19.970,NTU,,1,,03-Jun-17,03-Jun-17,1,,
04/09/21,2010182,NLA17_TN-10003,02-Jun-17,1,NLA,TN,WRS,CHEM,WATER,171019.1,CALCIUM,REGULAR,21.002,MG/L,0.012,0.024,,03-Jun-17,19-Oct-17,139,,rerun 3/1/18:  21.00
04/09/21,2010182,NLA17_TN-10003,02-Jun-17,1,NLA,TN,WRS,CHEM,WATER,170605.1,SULFATE,REGULAR,0.392,MG/L,0.001,0.08,,03-Jun-17,05-Jun-17,3,,
04/09/21,2010182,NLA17_TN-10003,02-Jun-17,1,NLA,TN,WRS,CHEM,WATER,170608.1,DOC,REGULAR,3.900,MG/L,0.008,0.2,,03-Jun-17,08-Jun-17,6,,
04/09/21,2010182,NLA17_TN-10003,02-Jun-17,1,NLA,TN,WRS,CHEM,WATER,170607.1,SILICA,REGULAR,0.905,MG/L,0.003,0.01,,03-Jun-17,07-Jun-17,5,,
04/09/21,2010182,NLA17_TN-10003,02-Jun-17,1,NLA,TN,WRS,CHEM,WATER,170603.2,COND,REGULAR,128.700,US/CM AT 25 C,,2,,03-Jun-17,03-Jun-17,1,,
04/09/21,2010182,NLA17_TN-10003,02-Jun-17,1,NLA,TN,WRS,CHEM,WATER,170603,COLOR,REGULAR,3.000,APHA PT-CO,,,,03-Jun-17,03-Jun-17,1,,
04/09/21,2010182,NLA17_TN-10003,02-Jun-17,1,NLA,TN,WRS,CHEM,WATER,170622.1,PTL,REGULAR,463.126,UG/L,1.2,4,,03-Jun-17,22-Jun-17,20,1710013,
04/09/21,2010183,NLA17_AZ-10004,01-Jun-17,1,NLA,AZ,WRS,CHEM,WATER,170603.2,ANC,REGULAR,3023.510,UEQ/L,,,,03-Jun-17,03-Jun-17,2,,
04/09/21,2010183,NLA17_AZ-10004,01-Jun-17,1,NLA,AZ,WRS,CHEM,WATER,171019.1,POTASSIUM,REGULAR,3.728,MG/L,0.07,0.054,,03-Jun-17,19-Oct-17,140,,rerun 3/1/18:  4.12
04/09/21,2010183,NLA17_AZ-10004,01-Jun-17,1,NLA,AZ,WRS,CHEM,WATER,180301.1,SODIUM,REGULAR,28.921,MG/L,0.032,0.006,H,03-Jun-17,01-Mar-18,273,,
04/09/21,2010183,NLA17_AZ-10004,01-Jun-17,1,NLA,AZ,WRS,CHEM,WATER,170603,COLOR,REGULAR,10.000,APHA PT-CO,,,,03-Jun-17,03-Jun-17,2,,
04/09/21,2010183,NLA17_AZ-10004,01-Jun-17,1,NLA,AZ,WRS,CHEM,WATER,170605.1,NITRITE_N,REGULAR,0.000,MG N/L,2.00E-04,0.001,,03-Jun-17,05-Jun-17,4,,
04/09/21,2010183,NLA17_AZ-10004,01-Jun-17,1,NLA,AZ,WRS,CHEM,WATER,170603.2,TURB,REGULAR,0.730,NTU,,1,,03-Jun-17,03-Jun-17,2,,
04/09/21,2010183,NLA17_AZ-10004,01-Jun-17,1,NLA,AZ,WRS,CHEM,WATER,170605.1,NITRATE_N,REGULAR,0.000,MG N/L,4.00E-04,0.0025,,03-Jun-17,05-Jun-17,4,,
04/09/21,2010183,NLA17_AZ-10004,01-Jun-17,1,NLA,AZ,WRS,CHEM,WATER,170608.1,DOC,REGULAR,10.590,MG/L,0.008,0.2,,03-Jun-17,08-Jun-17,7,,
04/09/21,2010183,NLA17_AZ-10004,01-Jun-17,1,NLA,AZ,WRS,CHEM,WATER,171019.1,MAGNESIUM,REGULAR,16.964,MG/L,0.003,0.002,,03-Jun-17,19-Oct-17,140,,rerun 3/1/18:  17.24
04/09/21,2010183,NLA17_AZ-10004,01-Jun-17,1,NLA,AZ,WRS,CHEM,WATER,170607.1,SILICA,REGULAR,6.445,MG/L,0.003,0.01,,03-Jun-17,07-Jun-17,6,,
04/09/21,2010183,NLA17_AZ-10004,01-Jun-17,1,NLA,AZ,WRS,CHEM,WATER,170605.1,SULFATE,REGULAR,11.077,MG/L,0.001,0.08,,03-Jun-17,05-Jun-17,4,,
04/09/21,2010183,NLA17_AZ-10004,01-Jun-17,1,NLA,AZ,WRS,CHLX,WATER,170614.1,CHLA,REGULAR,2.640,UG/L,0.39,,,03-Jun-17,14-Jun-17,13,,
04/09/21,2010183,NLA17_AZ-10004,01-Jun-17,1,NLA,AZ,WRS,CHEM,WATER,170615.1,AMMONIA_N,REGULAR,0.019,MG N/L,0.001,0.004,,03-Jun-17,15-Jun-17,14,,
